optID,day_margin,daytoexpire,optiontype,Delta,strikeprice,spotprice,monthly dividend yield,RFR,Garch_Vol_RMS,moneyness,theoryprice,settleprice
10000004,255,0.698630137,0,0.47,3.8,3.79802,0.0287,0.001279,0.014017,0.999478947,0.00085,0.279
10000004,259,0.709589041,0,0.437,3.8,3.71322,0.0287,0.001279,0.014017,0.977163158,0,0.2544
10000004,260,0.712328767,0,0.438,3.8,3.73453,0.0287,0.001279,0.014017,0.982771053,1.00E-05,0.2582
10000004,261,0.715068493,0,0.416,3.8,3.67508,0.0287,0.001279,0.014017,0.967126316,0,0.2378
10000004,262,0.717808219,0,0.423,3.8,3.68616,0.0294,0.001796,0.021634,0.970042105,6.00E-05,0.25
10000004,263,0.720547945,0,0.425,3.8,3.67411,0.0294,0.001796,0.021634,0.966871053,3.00E-05,0.2584
10000004,266,0.728767123,0,0.441,3.8,3.71006,0.0294,0.001796,0.021634,0.976331579,0.00019,0.2742
10000004,267,0.731506849,0,0.431,3.8,3.69805,0.0294,0.001796,0.021634,0.973171053,0.00011,0.2612
10000004,268,0.734246575,0,0.452,3.8,3.72252,0.0294,0.001796,0.021634,0.979610526,0.00033,0.2946
10000004,273,0.747945205,0,0.437,3.8,3.65322,0.0294,0.001796,0.021634,0.961373684,1.00E-05,0.2884
10000004,276,0.756164384,0,0.471,3.8,3.70968,0.0294,0.001796,0.021634,0.976231579,0.0002,0.329
10000004,277,0.75890411,0,0.471,3.8,3.72784,0.0294,0.001796,0.021634,0.981010526,0.00042,0.3196
10000004,280,0.767123288,0,0.534,3.8,3.89531,0.0294,0.001796,0.021634,1.025081579,0.03609,0.4114
10000004,281,0.769863014,0,0.554,3.8,3.95091,0.0294,0.001796,0.021634,1.039713158,0.07462,0.433
10000004,294,0.805479452,0,0.561,3.8,3.94005,0.0265,0.002178,0.022042,1.036855263,0.07198,0.3988
10000004,312,0.854794521,0,0.546,3.8,3.91601,0.0265,0.002178,0.022042,1.030528947,0.05182,0.3594
10000004,315,0.863013699,0,0.55,3.8,3.89987,0.0265,0.002178,0.022042,1.026281579,0.04138,0.3682
10000004,316,0.865753425,0,0.553,3.8,3.89978,0.0265,0.002178,0.022042,1.026257895,0.04122,0.3452
10000004,317,0.868493151,0,0.512,3.8,3.82853,0.0265,0.002178,0.022042,1.007507895,0.01174,0.305
10000004,318,0.871232877,0,0.498,3.8,3.78564,0.0265,0.002178,0.022042,0.996221053,0.0042,0.298
10000004,319,0.873972603,0,0.428,3.8,3.68836,0.0265,0.002178,0.022042,0.970621053,0.00016,0.2274
10000005,183,0.501369863,0,0.495,3.9,4.04438,0.0272,0.001589,0.010818,1.037020513,0.09271,0.2024
10000005,184,0.504109589,0,0.456,3.9,4.01759,0.0272,0.001589,0.010818,1.030151282,0.06615,0.1758
10000005,185,0.506849315,0,0.45,3.9,4.01457,0.0272,0.001589,0.010818,1.029376923,0.06295,0.1716
10000005,186,0.509589041,0,0.409,3.9,3.95499,0.0272,0.001589,0.010818,1.0141,0.01395,0.1462
10000005,189,0.517808219,0,0.45,3.9,4.00308,0.0272,0.001589,0.010818,1.026430769,0.05094,0.1728
10000005,190,0.520547945,0,0.443,3.9,3.99588,0.0272,0.001589,0.010818,1.024584615,0.04404,0.1702
10000005,191,0.523287671,0,0.483,3.9,4.03971,0.0272,0.001589,0.010818,1.035823077,0.08588,0.1928
10000005,192,0.526027397,0,0.491,3.9,4.04703,0.0272,0.001589,0.010818,1.0377,0.09281,0.1974
10000005,193,0.528767123,0,0.478,3.9,4.02195,0.0272,0.001589,0.010818,1.031269231,0.06795,0.188
10000005,196,0.536986301,0,0.472,3.9,4.00125,0.0272,0.001589,0.010818,1.025961538,0.04747,0.1912
10000005,197,0.539726027,0,0.462,3.9,3.98219,0.0272,0.001589,0.010818,1.021074359,0.03071,0.1812
10000005,198,0.542465753,0,0.467,3.9,3.98365,0.0272,0.001589,0.010818,1.021448718,0.03168,0.181
10000005,199,0.545205479,0,0.464,3.9,3.98357,0.0272,0.001589,0.010818,1.021428205,0.03141,0.18
10000005,200,0.547945205,0,0.459,3.9,3.97134,0.0272,0.001589,0.010818,1.018292308,0.02206,0.1818
10000005,203,0.556164384,0,0.381,3.9,3.86702,0.0291,0.001172,0.009879,0.99154359,0,0.138
10000005,204,0.55890411,0,0.384,3.9,3.85663,0.0291,0.001172,0.009879,0.988879487,0,0.1416
10000005,205,0.561643836,0,0.376,3.9,3.84561,0.0291,0.001172,0.009879,0.986053846,0,0.1344
10000005,206,0.564383562,0,0.385,3.9,3.87277,0.0291,0.001172,0.009879,0.993017949,1.00E-05,0.1348
10000005,207,0.567123288,0,0.368,3.9,3.82932,0.0291,0.001172,0.009879,0.981876923,0,0.128
10000005,210,0.575342466,0,0.377,3.9,3.82406,0.0291,0.001172,0.009879,0.980528205,0,0.1356
10000005,211,0.578082192,0,0.42,3.9,3.91379,0.0291,0.001172,0.009879,1.003535897,0.00056,0.1564
10000005,212,0.580821918,0,0.429,3.9,3.93522,0.0291,0.001172,0.009879,1.009030769,0.00263,0.1574
10000005,213,0.583561644,0,0.443,3.9,3.95625,0.0291,0.001172,0.009879,1.014423077,0.00827,0.1704
10000005,214,0.58630137,0,0.428,3.9,3.92291,0.0291,0.001172,0.009879,1.005874359,0.0011,0.1644
10000005,217,0.594520548,0,0.425,3.9,3.91282,0.0291,0.001172,0.009879,1.003287179,0.00048,0.1624
10000005,218,0.597260274,0,0.433,3.9,3.92522,0.0291,0.001172,0.009879,1.006466667,0.00124,0.1714
10000005,219,0.6,0,0.461,3.9,3.96825,0.0291,0.001172,0.009879,1.0175,0.01309,0.1936
10000005,220,0.602739726,0,0.457,3.9,3.96024,0.0291,0.001172,0.009879,1.015446154,0.00921,0.1898
10000005,221,0.605479452,0,0.468,3.9,3.96018,0.0291,0.001172,0.009879,1.015430769,0.00909,0.2006
10000005,224,0.61369863,0,0.475,3.9,3.96362,0.0291,0.001172,0.009879,1.016312821,0.01025,0.2088
10000005,225,0.616438356,0,0.449,3.9,3.92489,0.0291,0.001172,0.009879,1.006382051,0.0011,0.193
10000005,226,0.619178082,0,0.459,3.9,3.93625,0.0291,0.001172,0.009879,1.009294872,0.00235,0.209
10000005,232,0.635616438,0,0.453,3.9,3.91258,0.0287,0.001279,0.014017,1.003225641,0.00209,0.21
10000005,233,0.638356164,0,0.402,3.9,3.86703,0.0287,0.001279,0.014017,0.991546154,0.00015,0.167
10000005,234,0.64109589,0,0.393,3.9,3.84915,0.0287,0.001279,0.014017,0.986961538,4.00E-05,0.1578
10000005,235,0.643835616,0,0.38,3.9,3.82277,0.0287,0.001279,0.014017,0.980197436,0,0.1526
10000005,238,0.652054795,0,0.37,3.9,3.79697,0.0287,0.001279,0.014017,0.973582051,0,0.1518
10000005,239,0.654794521,0,0.381,3.9,3.82975,0.0287,0.001279,0.014017,0.981987179,1.00E-05,0.1612
10000005,240,0.657534247,0,0.386,3.9,3.83938,0.0287,0.001279,0.014017,0.98445641,2.00E-05,0.1664
10000005,241,0.660273973,0,0.372,3.9,3.80805,0.0287,0.001279,0.014017,0.976423077,0,0.152
10000005,242,0.663013699,0,0.408,3.9,3.85346,0.0287,0.001279,0.014017,0.988066667,6.00E-05,0.181
10000005,245,0.671232877,0,0.398,3.9,3.83949,0.0287,0.001279,0.014017,0.984484615,2.00E-05,0.188
10000005,246,0.673972603,0,0.394,3.9,3.80238,0.0287,0.001279,0.014017,0.974969231,0,0.1898
10000005,247,0.676712329,0,0.392,3.9,3.79736,0.0287,0.001279,0.014017,0.973682051,0,0.1868
10000005,248,0.679452055,0,0.398,3.9,3.8257,0.0287,0.001279,0.014017,0.980948718,1.00E-05,0.1948
10000005,249,0.682191781,0,0.376,3.9,3.75326,0.0287,0.001279,0.014017,0.962374359,0,0.1752
10000005,252,0.690410959,0,0.403,3.9,3.76918,0.0287,0.001279,0.014017,0.96645641,0,0.2124
10000005,253,0.693150685,0,0.414,3.9,3.79281,0.0287,0.001279,0.014017,0.972515385,0,0.2178
10000005,254,0.695890411,0,0.413,3.9,3.78034,0.0287,0.001279,0.014017,0.969317949,0,0.2218
10000005,255,0.698630137,0,0.426,3.9,3.79802,0.0287,0.001279,0.014017,0.973851282,0,0.239
10000005,280,0.767123288,0,0.499,3.9,3.89531,0.0294,0.001796,0.021634,0.998797436,0.00426,0.3702
10000005,281,0.769863014,0,0.517,3.9,3.95091,0.0294,0.001796,0.021634,1.013053846,0.01606,0.3866
10000005,282,0.77260274,0,0.546,3.9,4.02843,0.0294,0.001796,0.021634,1.032930769,0.05629,0.4042
10000005,284,0.778082192,0,0.533,3.9,3.99713,0.0294,0.001796,0.021634,1.024905128,0.03618,0.382
10000005,294,0.805479452,0,0.52,3.9,3.94005,0.0265,0.002178,0.022042,1.010269231,0.01579,0.349
10000005,303,0.830136986,0,0.565,3.9,4.05131,0.0265,0.002178,0.022042,1.038797436,0.07827,0.3822
10000005,308,0.843835616,0,0.532,3.9,3.98773,0.0265,0.002178,0.022042,1.022494872,0.03494,0.3296
10000005,309,0.846575342,0,0.519,3.9,3.95992,0.0265,0.002178,0.022042,1.015364103,0.02212,0.3132
10000005,310,0.849315068,0,0.522,3.9,3.98443,0.0265,0.002178,0.022042,1.021648718,0.03306,0.3218
10000005,311,0.852054795,0,0.515,3.9,3.95246,0.0265,0.002178,0.022042,1.013451282,0.01924,0.3166
10000005,312,0.854794521,0,0.502,3.9,3.91601,0.0265,0.002178,0.022042,1.004105128,0.00914,0.3114
10000005,315,0.863013699,0,0.506,3.9,3.89987,0.0265,0.002178,0.022042,0.999966667,0.00624,0.3196
10000005,316,0.865753425,0,0.506,3.9,3.89978,0.0265,0.002178,0.022042,0.99994359,0.00622,0.298
10000005,317,0.868493151,0,0.466,3.9,3.82853,0.0265,0.002178,0.022042,0.981674359,0.0008,0.2626
10000005,318,0.871232877,0,0.454,3.9,3.78564,0.0265,0.002178,0.022042,0.970676923,0.00017,0.259
10000005,330,0.904109589,0,0.558,3.9,4.0039,0.0257,0.002403,0.009975,1.026641026,0.02715,0.3806
10000006,172,0.471232877,0,0.507,4,4.10972,0.0272,0.001589,0.010818,1.02743,0.06062,0.2154
10000006,177,0.484931507,0,0.535,4,4.13899,0.0272,0.001589,0.010818,1.0347475,0.08785,0.249
10000006,178,0.487671233,0,0.516,4,4.12179,0.0272,0.001589,0.010818,1.0304475,0.07068,0.2318
10000006,179,0.490410959,0,0.519,4,4.10205,0.0272,0.001589,0.010818,1.0255125,0.05141,0.23
10000006,182,0.498630137,0,0.504,4,4.09871,0.0272,0.001589,0.010818,1.0246775,0.04752,0.2164
10000006,183,0.501369863,0,0.426,4,4.04438,0.0272,0.001589,0.010818,1.011095,0.00893,0.1614
10000006,184,0.504109589,0,0.387,4,4.01759,0.0272,0.001589,0.010818,1.0043975,0.00206,0.137
10000006,185,0.506849315,0,0.38,4,4.01457,0.0272,0.001589,0.010818,1.0036425,0.00167,0.133
10000006,186,0.509589041,0,0.342,4,3.95499,0.0272,0.001589,0.010818,0.9887475,1.00E-05,0.1136
10000006,189,0.517808219,0,0.381,4,4.00308,0.0272,0.001589,0.010818,1.00077,0.00071,0.1356
10000006,190,0.520547945,0,0.377,4,3.99588,0.0272,0.001589,0.010818,0.99897,0.0004,0.1354
10000006,191,0.523287671,0,0.415,4,4.03971,0.0272,0.001589,0.010818,1.0099275,0.00667,0.1538
10000006,192,0.526027397,0,0.421,4,4.04703,0.0272,0.001589,0.010818,1.0117575,0.00926,0.1568
10000006,193,0.528767123,0,0.409,4,4.02195,0.0272,0.001589,0.010818,1.0054875,0.00248,0.149
10000006,196,0.536986301,0,0.405,4,4.00125,0.0272,0.001589,0.010818,1.0003125,0.00058,0.152
10000006,197,0.539726027,0,0.394,4,3.98219,0.0272,0.001589,0.010818,0.9955475,0.00011,0.1434
10000006,198,0.542465753,0,0.398,4,3.98365,0.0272,0.001589,0.010818,0.9959125,0.00013,0.1428
10000006,199,0.545205479,0,0.395,4,3.98357,0.0272,0.001589,0.010818,0.9958925,0.00013,0.1418
10000006,200,0.547945205,0,0.391,4,3.97134,0.0272,0.001589,0.010818,0.992835,4.00E-05,0.1426
10000006,203,0.556164384,0,0.319,4,3.86702,0.0291,0.001172,0.009879,0.966755,0,0.1076
10000006,204,0.55890411,0,0.319,4,3.85663,0.0291,0.001172,0.009879,0.9641575,0,0.1078
10000006,205,0.561643836,0,0.313,4,3.84561,0.0291,0.001172,0.009879,0.9614025,0,0.1038
10000006,206,0.564383562,0,0.319,4,3.87277,0.0291,0.001172,0.009879,0.9681925,0,0.103
10000006,211,0.578082192,0,0.354,4,3.91379,0.0291,0.001172,0.009879,0.9784475,0,0.1218
10000006,212,0.580821918,0,0.361,4,3.93522,0.0291,0.001172,0.009879,0.983805,0,0.1232
10000006,213,0.583561644,0,0.377,4,3.95625,0.0291,0.001172,0.009879,0.9890625,0,0.1348
10000006,214,0.58630137,0,0.363,4,3.92291,0.0291,0.001172,0.009879,0.9807275,0,0.1298
10000006,217,0.594520548,0,0.361,4,3.91282,0.0291,0.001172,0.009879,0.978205,0,0.129
10000006,218,0.597260274,0,0.37,4,3.92522,0.0291,0.001172,0.009879,0.981305,0,0.1362
10000006,219,0.6,0,0.398,4,3.96825,0.0291,0.001172,0.009879,0.9920625,0,0.1564
10000006,220,0.602739726,0,0.394,4,3.96024,0.0291,0.001172,0.009879,0.99006,0,0.1526
10000006,221,0.605479452,0,0.406,4,3.96018,0.0291,0.001172,0.009879,0.990045,0,0.1624
10000006,224,0.61369863,0,0.414,4,3.96362,0.0291,0.001172,0.009879,0.990905,0,0.17
10000006,225,0.616438356,0,0.39,4,3.92489,0.0291,0.001172,0.009879,0.9812225,0,0.1566
10000006,226,0.619178082,0,0.402,4,3.93625,0.0291,0.001172,0.009879,0.9840625,0,0.1716
10000006,232,0.635616438,0,0.397,4,3.91258,0.0287,0.001279,0.014017,0.978145,0,0.1726
10000006,233,0.638356164,0,0.346,4,3.86703,0.0287,0.001279,0.014017,0.9667575,0,0.1348
10000006,234,0.64109589,0,0.337,4,3.84915,0.0287,0.001279,0.014017,0.9622875,0,0.1274
10000006,242,0.663013699,0,0.356,4,3.85346,0.0287,0.001279,0.014017,0.963365,0,0.149
10000006,280,0.767123288,0,0.463,4,3.89531,0.0294,0.001796,0.021634,0.9738275,0.00014,0.3278
10000006,281,0.769863014,0,0.481,4,3.95091,0.0294,0.001796,0.021634,0.9877275,0.00115,0.3416
10000006,282,0.77260274,0,0.508,4,4.02843,0.0294,0.001796,0.021634,1.0071075,0.00991,0.3578
10000006,283,0.775342466,0,0.532,4,4.08273,0.0294,0.001796,0.021634,1.0206825,0.02852,0.3998
10000006,284,0.778082192,0,0.493,4,3.99713,0.0294,0.001796,0.021634,0.9992825,0.00456,0.3364
10000006,287,0.78630137,0,0.554,4,4.13851,0.0294,0.001796,0.021634,1.0346275,0.0617,0.4006
10000006,289,0.791780822,0,0.538,4,4.11505,0.0294,0.001796,0.021634,1.0287625,0.04554,0.3798
10000006,290,0.794520548,0,0.537,4,4.09136,0.0294,0.001796,0.021634,1.02284,0.03206,0.3754
10000006,291,0.797260274,0,0.537,4,4.06967,0.0294,0.001796,0.021634,1.0174175,0.02218,0.3608
10000006,294,0.805479452,0,0.478,4,3.94005,0.0265,0.002178,0.022042,0.9850125,0.00124,0.3032
10000006,295,0.808219178,0,0.537,4,4.08488,0.0265,0.002178,0.022042,1.02122,0.03434,0.3786
10000006,296,0.810958904,0,0.536,4,4.07302,0.0265,0.002178,0.022042,1.018255,0.02844,0.385
10000006,297,0.81369863,0,0.55,4,4.12385,0.0265,0.002178,0.022042,1.0309625,0.05783,0.4056
10000006,298,0.816438356,0,0.554,4,4.13284,0.0265,0.002178,0.022042,1.03321,0.06406,0.4034
10000006,301,0.824657534,0,0.564,4,4.14949,0.0265,0.002178,0.022042,1.0373725,0.07614,0.4176
10000006,302,0.82739726,0,0.554,4,4.14466,0.0265,0.002178,0.022042,1.036165,0.07223,0.3892
10000006,303,0.830136986,0,0.52,4,4.05131,0.0265,0.002178,0.022042,1.0128275,0.01923,0.3304
10000006,304,0.832876712,0,0.524,4,4.05751,0.0265,0.002178,0.022042,1.0143775,0.02144,0.3324
10000006,305,0.835616438,0,0.536,4,4.07742,0.0265,0.002178,0.022042,1.019355,0.02983,0.3474
10000006,308,0.843835616,0,0.485,4,3.98773,0.0265,0.002178,0.022042,0.9969325,0.00481,0.2822
10000006,309,0.846575342,0,0.472,4,3.95992,0.0265,0.002178,0.022042,0.98998,0.00227,0.268
10000006,310,0.849315068,0,0.476,4,3.98443,0.0265,0.002178,0.022042,0.9961075,0.00441,0.2764
10000006,311,0.852054795,0,0.469,4,3.95246,0.0265,0.002178,0.022042,0.988115,0.00183,0.273
10000006,312,0.854794521,0,0.458,4,3.91601,0.0265,0.002178,0.022042,0.9790025,0.00057,0.2692
10000006,315,0.863013699,0,0.463,4,3.89987,0.0265,0.002178,0.022042,0.9749675,0.00033,0.2792
10000006,316,0.865753425,0,0.459,4,3.89978,0.0265,0.002178,0.022042,0.974945,0.00033,0.2568
10000006,330,0.904109589,0,0.515,4,4.0039,0.0257,0.002403,0.009975,1.000975,0.00023,0.333
10000006,331,0.906849315,0,0.577,4,4.13193,0.0257,0.002403,0.009975,1.0329825,0.04763,0.3752
10000006,332,0.909589041,0,0.572,4,4.11431,0.0257,0.002403,0.009975,1.0285775,0.03312,0.3646
10000006,336,0.920547945,0,0.602,4,4.15485,0.0257,0.002403,0.009975,1.0387125,0.0672,0.3944
10000006,337,0.923287671,0,0.598,4,4.14904,0.0257,0.002403,0.009975,1.03726,0.06157,0.4036
10000006,345,0.945205479,0,0.583,4,4.11232,0.0257,0.002403,0.009975,1.02808,0.02941,0.398
10000006,347,0.950684932,0,0.595,4,4.1293,0.0257,0.002403,0.009975,1.032325,0.04205,0.4152
10000006,350,0.95890411,0,0.605,4,4.14496,0.0257,0.002403,0.009975,1.03624,0.05485,0.4218
