optID,day_margin,daytoexpire,optiontype,Delta,strikeprice,spotprice,monthly dividend yield,RFR,Garch_Vol_RMS,settleprice
10000713,260.0,0.712328767,0.0,0.769,0.0042,0.00486638,0.0235,0.00198,0.011384,0.0006914
10000713,261.0,0.715068493,0.0,0.758,0.0042,0.00483393,0.0235,0.00198,0.011384,0.00069
10000713,262.0,0.717808219,0.0,0.77,0.0042,0.00488383,0.0235,0.00198,0.011384,0.0007072
10000713,263.0,0.720547945,0.0,0.772,0.0042,0.00487737,0.0235,0.00198,0.011384,0.0007168
10000713,266.0,0.728767123,0.0,0.765,0.0042,0.00484943,0.0235,0.00198,0.011384,0.0006884
10000713,267.0,0.731506849,0.0,0.748,0.0042,0.0048532,0.0235,0.00198,0.011384,0.000681
10000713,268.0,0.734246575,0.0,0.742,0.0042,0.00482177,0.0235,0.00198,0.011384,0.000665
10000713,273.0,0.747945205,0.0,0.754,0.0042,0.00485594,0.0235,0.00198,0.011384,0.0006876
10000713,274.0,0.750684932,0.0,0.746,0.0042,0.0048077,0.0235,0.00198,0.011384,0.0006436
10000713,275.0,0.753424658,0.0,0.744,0.0042,0.00486732,0.0235,0.00198,0.011384,0.0006756
10000713,276.0,0.756164384,0.0,0.768,0.0042,0.00491716,0.0235,0.00198,0.011384,0.0007118
10000713,277.0,0.75890411,0.0,0.782,0.0042,0.00499166,0.0235,0.00198,0.011384,0.0007644
10000713,280.0,0.767123288,0.0,0.784,0.0042,0.00501352,0.0235,0.00198,0.011384,0.0008102
10000713,281.0,0.769863014,0.0,0.761,0.0042,0.00497001,0.0235,0.00198,0.011384,0.0007588
10000713,282.0,0.77260274,0.0,0.765,0.0042,0.00497213,0.0235,0.00198,0.011384,0.0007672
10000713,283.0,0.775342466,0.0,0.766,0.0042,0.00499283,0.0235,0.00198,0.011384,0.000798
10000713,284.0,0.778082192,0.0,0.755,0.0042,0.00493373,0.0235,0.00198,0.011384,0.0007354
10000713,287.0,0.78630137,0.0,0.736,0.0042,0.00484306,0.0235,0.00198,0.011384,0.000673
10000713,288.0,0.789041096,0.0,0.733,0.0042,0.00486941,0.0235,0.00198,0.011384,0.0006822
10000713,289.0,0.791780822,0.0,0.732,0.0042,0.00486946,0.0235,0.00198,0.011384,0.0006876
10000714,168.0,0.460273973,0.0,0.839,0.0043,0.00494037,0.0215,0.002079,0.008704,0.0006698
10000714,169.0,0.463013699,0.0,0.825,0.0043,0.00492151,0.0215,0.002079,0.008704,0.0006718
10000714,170.0,0.465753425,0.0,0.818,0.0043,0.00488348,0.0215,0.002079,0.008704,0.0006508
10000714,171.0,0.468493151,0.0,0.84,0.0043,0.00495596,0.0215,0.002079,0.008704,0.0006996
10000714,172.0,0.471232877,0.0,0.822,0.0043,0.00491932,0.0215,0.002079,0.008704,0.0006726
10000714,175.0,0.479452055,0.0,0.837,0.0043,0.00492134,0.0215,0.002079,0.008704,0.0006588
10000714,176.0,0.482191781,0.0,0.845,0.0043,0.00494874,0.0215,0.002079,0.008704,0.0006756
10000714,177.0,0.484931507,0.0,0.831,0.0043,0.00491445,0.0215,0.002079,0.008704,0.0006508
10000714,178.0,0.487671233,0.0,0.835,0.0043,0.00491349,0.0215,0.002079,0.008704,0.0006576
10000714,179.0,0.490410959,0.0,0.829,0.0043,0.00488042,0.0215,0.002079,0.008704,0.0006464
10000714,182.0,0.498630137,0.0,0.848,0.0043,0.00495476,0.0215,0.002079,0.008704,0.0006998
10000714,183.0,0.501369863,0.0,0.856,0.0043,0.00503473,0.0215,0.002079,0.008704,0.0007508
10000714,184.0,0.504109589,0.0,0.863,0.0043,0.0050059,0.0215,0.002079,0.008704,0.000719
10000714,185.0,0.506849315,0.0,0.863,0.0043,0.0050497,0.0215,0.002079,0.008704,0.000761
10000714,186.0,0.509589041,0.0,0.89,0.0043,0.0050838,0.0215,0.002079,0.008704,0.000775
10000714,189.0,0.517808219,0.0,0.868,0.0043,0.00505512,0.0215,0.002079,0.008704,0.0007578
10000714,190.0,0.520547945,0.0,0.878,0.0043,0.00507869,0.0215,0.002079,0.008704,0.0007802
10000714,191.0,0.523287671,0.0,0.828,0.0043,0.00499593,0.0215,0.002079,0.008704,0.0006932
10000714,192.0,0.526027397,0.0,0.807,0.0043,0.0049221,0.0215,0.002079,0.008704,0.00062
10000714,193.0,0.528767123,0.0,0.814,0.0043,0.00489262,0.0215,0.002079,0.008704,0.0006038
10000714,196.0,0.536986301,0.0,0.814,0.0043,0.00490102,0.0215,0.002079,0.008704,0.0006046
10000714,197.0,0.539726027,0.0,0.797,0.0043,0.00485616,0.0215,0.002079,0.008704,0.0005788
10000714,198.0,0.542465753,0.0,0.794,0.0043,0.00484385,0.0215,0.002079,0.008704,0.0005704
10000714,199.0,0.545205479,0.0,0.768,0.0043,0.00483203,0.0239,0.002055,0.00915,0.000563
10000714,200.0,0.547945205,0.0,0.79,0.0043,0.00485142,0.0239,0.002055,0.00915,0.0005714
10000714,203.0,0.556164384,0.0,0.8,0.0043,0.00486013,0.0239,0.002055,0.00915,0.0005746
10000714,204.0,0.55890411,0.0,0.814,0.0043,0.00489644,0.0239,0.002055,0.00915,0.0006058
10000714,205.0,0.561643836,0.0,0.827,0.0043,0.00491666,0.0239,0.002055,0.00915,0.0006256
10000714,206.0,0.564383562,0.0,0.81,0.0043,0.00491335,0.0239,0.002055,0.00915,0.0006244
10000714,207.0,0.567123288,0.0,0.808,0.0043,0.0049124,0.0239,0.002055,0.00915,0.0006276
10000714,210.0,0.575342466,0.0,0.803,0.0043,0.00489006,0.0239,0.002055,0.00915,0.000617
10000714,211.0,0.578082192,0.0,0.78,0.0043,0.00483762,0.0239,0.002055,0.00915,0.00057
10000714,212.0,0.580821918,0.0,0.79,0.0043,0.00488575,0.0239,0.002055,0.00915,0.0006088
10000714,213.0,0.583561644,0.0,0.796,0.0043,0.00488332,0.0239,0.002055,0.00915,0.0006092
10000714,214.0,0.58630137,0.0,0.788,0.0043,0.00488238,0.0239,0.002055,0.00915,0.0006182
10000714,217.0,0.594520548,0.0,0.793,0.0043,0.00488837,0.0239,0.002055,0.00915,0.0006154
10000714,218.0,0.597260274,0.0,0.787,0.0043,0.00489865,0.0239,0.002055,0.00915,0.000618
10000714,219.0,0.6,0.0,0.747,0.0043,0.00482119,0.0239,0.002055,0.00915,0.0005556
10000714,220.0,0.602739726,0.0,0.775,0.0043,0.00484674,0.0239,0.002055,0.00915,0.0005772
10000714,221.0,0.605479452,0.0,0.778,0.0043,0.00484818,0.0239,0.002055,0.00915,0.0005822
10000714,224.0,0.61369863,0.0,0.777,0.0043,0.00484235,0.0239,0.002055,0.00915,0.0005906
10000714,225.0,0.616438356,0.0,0.771,0.0043,0.00486874,0.0239,0.002055,0.00915,0.0006006
10000714,226.0,0.619178082,0.0,0.757,0.0043,0.00482111,0.0239,0.002055,0.00915,0.0005692
10000714,227.0,0.621917808,0.0,0.752,0.0043,0.00483985,0.0239,0.002055,0.00915,0.0005862
10000714,228.0,0.624657534,0.0,0.786,0.0043,0.00489069,0.0239,0.002055,0.00915,0.0006164
10000714,231.0,0.632876712,0.0,0.782,0.0043,0.00490877,0.0235,0.002027,0.009964,0.0006282
10000714,232.0,0.635616438,0.0,0.768,0.0043,0.00486414,0.0235,0.002027,0.009964,0.000599
10000714,233.0,0.638356164,0.0,0.766,0.0043,0.00489816,0.0235,0.002027,0.009964,0.0006072
10000714,234.0,0.64109589,0.0,0.791,0.0043,0.0049631,0.0235,0.002027,0.009964,0.0006666
10000714,235.0,0.643835616,0.0,0.801,0.0043,0.00497952,0.0235,0.002027,0.009964,0.000689
10000714,238.0,0.652054795,0.0,0.798,0.0043,0.00495973,0.0235,0.002027,0.009964,0.0006752
10000714,239.0,0.654794521,0.0,0.77,0.0043,0.00492802,0.0235,0.002027,0.009964,0.0006364
10000714,240.0,0.657534247,0.0,0.771,0.0043,0.00491018,0.0235,0.002027,0.009964,0.000623
10000714,241.0,0.660273973,0.0,0.778,0.0043,0.00492272,0.0235,0.002027,0.009964,0.0006306
10000714,242.0,0.663013699,0.0,0.746,0.0043,0.00487478,0.0235,0.002027,0.009964,0.0006058
10000714,245.0,0.671232877,0.0,0.779,0.0043,0.00493211,0.0235,0.002027,0.009964,0.0006762
10000714,246.0,0.673972603,0.0,0.765,0.0043,0.00491361,0.0235,0.002027,0.009964,0.0006494
10000714,247.0,0.676712329,0.0,0.771,0.0043,0.00494011,0.0235,0.002027,0.009964,0.0006714
10000714,248.0,0.679452055,0.0,0.734,0.0043,0.00488384,0.0235,0.002027,0.009964,0.0006252
10000714,249.0,0.682191781,0.0,0.78,0.0043,0.00493619,0.0235,0.002027,0.009964,0.0006556
10000714,252.0,0.690410959,0.0,0.771,0.0043,0.00492994,0.0235,0.002027,0.009964,0.000653
10000714,260.0,0.712328767,0.0,0.736,0.0043,0.00486638,0.0235,0.00198,0.011384,0.000615
10000714,261.0,0.715068493,0.0,0.727,0.0043,0.00483393,0.0235,0.00198,0.011384,0.0006106
10000714,262.0,0.717808219,0.0,0.738,0.0043,0.00488383,0.0235,0.00198,0.011384,0.00063
10000714,263.0,0.720547945,0.0,0.741,0.0043,0.00487737,0.0235,0.00198,0.011384,0.0006372
10000714,266.0,0.728767123,0.0,0.731,0.0043,0.00484943,0.0235,0.00198,0.011384,0.0006134
10000714,267.0,0.731506849,0.0,0.714,0.0043,0.0048532,0.0235,0.00198,0.011384,0.0006072
10000714,268.0,0.734246575,0.0,0.707,0.0043,0.00482177,0.0235,0.00198,0.011384,0.000592
10000714,273.0,0.747945205,0.0,0.719,0.0043,0.00485594,0.0235,0.00198,0.011384,0.0006168
10000714,274.0,0.750684932,0.0,0.708,0.0043,0.0048077,0.0235,0.00198,0.011384,0.0005738
10000714,275.0,0.753424658,0.0,0.711,0.0043,0.00486732,0.0235,0.00198,0.011384,0.0005992
10000714,276.0,0.756164384,0.0,0.736,0.0043,0.00491716,0.0235,0.00198,0.011384,0.0006342
10000714,277.0,0.75890411,0.0,0.75,0.0043,0.00499166,0.0235,0.00198,0.011384,0.0006886
10000714,280.0,0.767123288,0.0,0.759,0.0043,0.00501352,0.0235,0.00198,0.011384,0.0007264
10000714,281.0,0.769863014,0.0,0.733,0.0043,0.00497001,0.0235,0.00198,0.011384,0.0006776
10000714,282.0,0.77260274,0.0,0.736,0.0043,0.00497213,0.0235,0.00198,0.011384,0.0006874
10000714,283.0,0.775342466,0.0,0.739,0.0043,0.00499283,0.0235,0.00198,0.011384,0.0007168
10000714,284.0,0.778082192,0.0,0.725,0.0043,0.00493373,0.0235,0.00198,0.011384,0.0006576
10000714,287.0,0.78630137,0.0,0.703,0.0043,0.00484306,0.0235,0.00198,0.011384,0.0005986
10000714,288.0,0.789041096,0.0,0.7,0.0043,0.00486941,0.0235,0.00198,0.011384,0.0006084
10000714,289.0,0.791780822,0.0,0.701,0.0043,0.00486946,0.0235,0.00198,0.011384,0.0006094
10000715,168.0,0.460273973,0.0,0.803,0.0044,0.00494037,0.0215,0.002079,0.008704,0.000587
10000715,169.0,0.463013699,0.0,0.79,0.0044,0.00492151,0.0215,0.002079,0.008704,0.000589
10000715,170.0,0.465753425,0.0,0.784,0.0044,0.00488348,0.0215,0.002079,0.008704,0.000567
10000715,171.0,0.468493151,0.0,0.808,0.0044,0.00495596,0.0215,0.002079,0.008704,0.0006142
10000715,172.0,0.471232877,0.0,0.788,0.0044,0.00491932,0.0215,0.002079,0.008704,0.0005884
10000715,175.0,0.479452055,0.0,0.8,0.0044,0.00492134,0.0215,0.002079,0.008704,0.0005758
10000715,176.0,0.482191781,0.0,0.812,0.0044,0.00494874,0.0215,0.002079,0.008704,0.00059
10000715,177.0,0.484931507,0.0,0.796,0.0044,0.00491445,0.0215,0.002079,0.008704,0.0005668
10000715,178.0,0.487671233,0.0,0.801,0.0044,0.00491349,0.0215,0.002079,0.008704,0.0005724
10000715,179.0,0.490410959,0.0,0.791,0.0044,0.00488042,0.0215,0.002079,0.008704,0.0005646
10000715,182.0,0.498630137,0.0,0.814,0.0044,0.00495476,0.0215,0.002079,0.008704,0.0006162
10000715,183.0,0.501369863,0.0,0.826,0.0044,0.00503473,0.0215,0.002079,0.008704,0.0006646
10000715,184.0,0.504109589,0.0,0.833,0.0044,0.0050059,0.0215,0.002079,0.008704,0.000632
10000715,185.0,0.506849315,0.0,0.835,0.0044,0.0050497,0.0215,0.002079,0.008704,0.0006736
10000715,186.0,0.509589041,0.0,0.858,0.0044,0.0050838,0.0215,0.002079,0.008704,0.0006894
10000715,189.0,0.517808219,0.0,0.839,0.0044,0.00505512,0.0215,0.002079,0.008704,0.0006704
10000715,190.0,0.520547945,0.0,0.86,0.0044,0.00507869,0.0215,0.002079,0.008704,0.0006854
10000715,191.0,0.523287671,0.0,0.799,0.0044,0.00499593,0.0215,0.002079,0.008704,0.0006056
10000715,192.0,0.526027397,0.0,0.768,0.0044,0.0049221,0.0215,0.002079,0.008704,0.0005398
10000715,193.0,0.528767123,0.0,0.778,0.0044,0.00489262,0.0215,0.002079,0.008704,0.0005182
10000715,196.0,0.536986301,0.0,0.773,0.0044,0.00490102,0.0215,0.002079,0.008704,0.000525
10000715,197.0,0.539726027,0.0,0.757,0.0044,0.00485616,0.0215,0.002079,0.008704,0.0004974
10000715,198.0,0.542465753,0.0,0.752,0.0044,0.00484385,0.0215,0.002079,0.008704,0.0004902
10000715,199.0,0.545205479,0.0,0.729,0.0044,0.00483203,0.0239,0.002055,0.00915,0.0004818
10000715,200.0,0.547945205,0.0,0.747,0.0044,0.00485142,0.0239,0.002055,0.00915,0.0004926
10000715,203.0,0.556164384,0.0,0.757,0.0044,0.00486013,0.0239,0.002055,0.00915,0.0004962
10000715,204.0,0.55890411,0.0,0.773,0.0044,0.00489644,0.0239,0.002055,0.00915,0.0005266
10000715,205.0,0.561643836,0.0,0.785,0.0044,0.00491666,0.0239,0.002055,0.00915,0.000547
10000715,206.0,0.564383562,0.0,0.769,0.0044,0.00491335,0.0239,0.002055,0.00915,0.0005454
10000715,207.0,0.567123288,0.0,0.769,0.0044,0.0049124,0.0239,0.002055,0.00915,0.0005482
10000715,210.0,0.575342466,0.0,0.761,0.0044,0.00489006,0.0239,0.002055,0.00915,0.0005404
10000715,211.0,0.578082192,0.0,0.734,0.0044,0.00483762,0.0239,0.002055,0.00915,0.0004968
10000715,212.0,0.580821918,0.0,0.749,0.0044,0.00488575,0.0239,0.002055,0.00915,0.000532
10000715,213.0,0.583561644,0.0,0.753,0.0044,0.00488332,0.0239,0.002055,0.00915,0.0005334
10000715,214.0,0.58630137,0.0,0.746,0.0044,0.00488238,0.0239,0.002055,0.00915,0.0005438
10000715,217.0,0.594520548,0.0,0.752,0.0044,0.00488837,0.0239,0.002055,0.00915,0.0005394
10000715,218.0,0.597260274,0.0,0.747,0.0044,0.00489865,0.0239,0.002055,0.00915,0.000542
10000715,219.0,0.6,0.0,0.7,0.0044,0.00482119,0.0239,0.002055,0.00915,0.0004904
10000715,220.0,0.602739726,0.0,0.729,0.0044,0.00484674,0.0239,0.002055,0.00915,0.0005068
10000715,221.0,0.605479452,0.0,0.73,0.0044,0.00484818,0.0239,0.002055,0.00915,0.0005136
10000715,224.0,0.61369863,0.0,0.734,0.0044,0.00484235,0.0239,0.002055,0.00915,0.0005164
10000715,225.0,0.616438356,0.0,0.731,0.0044,0.00486874,0.0239,0.002055,0.00915,0.0005242
10000715,226.0,0.619178082,0.0,0.712,0.0044,0.00482111,0.0239,0.002055,0.00915,0.0004982
10000715,227.0,0.621917808,0.0,0.711,0.0044,0.00483985,0.0239,0.002055,0.00915,0.000513
10000715,228.0,0.624657534,0.0,0.744,0.0044,0.00489069,0.0239,0.002055,0.00915,0.0005422
10000715,231.0,0.632876712,0.0,0.742,0.0044,0.00490877,0.0235,0.002027,0.009964,0.000554
10000715,232.0,0.635616438,0.0,0.725,0.0044,0.00486414,0.0235,0.002027,0.009964,0.0005276
10000715,233.0,0.638356164,0.0,0.726,0.0044,0.00489816,0.0235,0.002027,0.009964,0.0005326
10000715,234.0,0.64109589,0.0,0.753,0.0044,0.0049631,0.0235,0.002027,0.009964,0.000592
10000715,235.0,0.643835616,0.0,0.764,0.0044,0.00497952,0.0235,0.002027,0.009964,0.0006124
10000715,238.0,0.652054795,0.0,0.761,0.0044,0.00495973,0.0235,0.002027,0.009964,0.000598
10000715,239.0,0.654794521,0.0,0.734,0.0044,0.00492802,0.0235,0.002027,0.009964,0.0005584
10000715,240.0,0.657534247,0.0,0.731,0.0044,0.00491018,0.0235,0.002027,0.009964,0.0005492
10000715,241.0,0.660273973,0.0,0.736,0.0044,0.00492272,0.0235,0.002027,0.009964,0.0005598
10000715,242.0,0.663013699,0.0,0.707,0.0044,0.00487478,0.0235,0.002027,0.009964,0.0005324
10000715,245.0,0.671232877,0.0,0.742,0.0044,0.00493211,0.0235,0.002027,0.009964,0.0006018
10000715,246.0,0.673972603,0.0,0.728,0.0044,0.00491361,0.0235,0.002027,0.009964,0.0005734
10000715,247.0,0.676712329,0.0,0.736,0.0044,0.00494011,0.0235,0.002027,0.009964,0.0005948
10000715,248.0,0.679452055,0.0,0.697,0.0044,0.00488384,0.0235,0.002027,0.009964,0.0005522
10000715,249.0,0.682191781,0.0,0.738,0.0044,0.00493619,0.0235,0.002027,0.009964,0.0005862
10000715,252.0,0.690410959,0.0,0.729,0.0044,0.00492994,0.0235,0.002027,0.009964,0.0005862
10000715,260.0,0.712328767,0.0,0.697,0.0044,0.00486638,0.0235,0.00198,0.011384,0.0005446
10000715,261.0,0.715068493,0.0,0.687,0.0044,0.00483393,0.0235,0.00198,0.011384,0.0005452
10000715,262.0,0.717808219,0.0,0.699,0.0044,0.00488383,0.0235,0.00198,0.011384,0.0005608
10000715,263.0,0.720547945,0.0,0.702,0.0044,0.00487737,0.0235,0.00198,0.011384,0.0005702
10000715,266.0,0.728767123,0.0,0.692,0.0044,0.00484943,0.0235,0.00198,0.011384,0.0005444
10000715,267.0,0.731506849,0.0,0.676,0.0044,0.0048532,0.0235,0.00198,0.011384,0.0005376
10000715,268.0,0.734246575,0.0,0.669,0.0044,0.00482177,0.0235,0.00198,0.011384,0.0005248
10000715,273.0,0.747945205,0.0,0.682,0.0044,0.00485594,0.0235,0.00198,0.011384,0.0005452
10000715,274.0,0.750684932,0.0,0.667,0.0044,0.0048077,0.0235,0.00198,0.011384,0.0005076
10000715,275.0,0.753424658,0.0,0.672,0.0044,0.00486732,0.0235,0.00198,0.011384,0.0005346
10000715,276.0,0.756164384,0.0,0.697,0.0044,0.00491716,0.0235,0.00198,0.011384,0.0005684
10000715,277.0,0.75890411,0.0,0.715,0.0044,0.00499166,0.0235,0.00198,0.011384,0.0006172
10000715,280.0,0.767123288,0.0,0.726,0.0044,0.00501352,0.0235,0.00198,0.011384,0.000653
10000715,281.0,0.769863014,0.0,0.698,0.0044,0.00497001,0.0235,0.00198,0.011384,0.000609
10000715,282.0,0.77260274,0.0,0.704,0.0044,0.00497213,0.0235,0.00198,0.011384,0.0006132
10000715,283.0,0.775342466,0.0,0.708,0.0044,0.00499283,0.0235,0.00198,0.011384,0.0006426
10000715,284.0,0.778082192,0.0,0.692,0.0044,0.00493373,0.0235,0.00198,0.011384,0.0005822
10000715,287.0,0.78630137,0.0,0.665,0.0044,0.00484306,0.0235,0.00198,0.011384,0.0005314
10000715,288.0,0.789041096,0.0,0.663,0.0044,0.00486941,0.0235,0.00198,0.011384,0.0005412
10000715,289.0,0.791780822,0.0,0.664,0.0044,0.00486946,0.0235,0.00198,0.011384,0.0005428
10000716,168.0,0.460273973,0.0,0.76,0.0045,0.00494037,0.0215,0.002079,0.008704,0.0005084
10000716,169.0,0.463013699,0.0,0.748,0.0045,0.00492151,0.0215,0.002079,0.008704,0.000511
10000716,170.0,0.465753425,0.0,0.745,0.0045,0.00488348,0.0215,0.002079,0.008704,0.0004846
10000716,171.0,0.468493151,0.0,0.77,0.0045,0.00495596,0.0215,0.002079,0.008704,0.000533
10000716,172.0,0.471232877,0.0,0.75,0.0045,0.00491932,0.0215,0.002079,0.008704,0.0005066
10000716,175.0,0.479452055,0.0,0.757,0.0045,0.00492134,0.0215,0.002079,0.008704,0.0004968
10000716,176.0,0.482191781,0.0,0.768,0.0045,0.00494874,0.0215,0.002079,0.008704,0.0005116
10000716,177.0,0.484931507,0.0,0.752,0.0045,0.00491445,0.0215,0.002079,0.008704,0.000488
10000716,178.0,0.487671233,0.0,0.759,0.0045,0.00491349,0.0215,0.002079,0.008704,0.0004918
10000716,179.0,0.490410959,0.0,0.75,0.0045,0.00488042,0.0215,0.002079,0.008704,0.0004834
10000716,182.0,0.498630137,0.0,0.775,0.0045,0.00495476,0.0215,0.002079,0.008704,0.0005346
10000716,183.0,0.501369863,0.0,0.791,0.0045,0.00503473,0.0215,0.002079,0.008704,0.0005814
10000716,184.0,0.504109589,0.0,0.795,0.0045,0.0050059,0.0215,0.002079,0.008704,0.0005492
10000716,185.0,0.506849315,0.0,0.799,0.0045,0.0050497,0.0215,0.002079,0.008704,0.0005912
