optID,day_margin,daytoexpire,optiontype,Delta,strikeprice,spotprice,monthly dividend yield,RFR,Garch_Vol_RMS,closeprice,settleprice
11000001,185,0.506849315,0,0.832,0.0044,0.00516656,0.0216,0.00204,0.010336,0.0006986,0.0006938
11000001,189,0.517808219,0,0.834,0.0044,0.0052247,0.0216,0.00204,0.010336,0.0007622,0.0007622
11000001,190,0.520547945,0,0.838,0.0044,0.00527147,0.0216,0.00204,0.010336,0.000788,0.000788
11000001,191,0.523287671,0,0.814,0.0044,0.00523645,0.0216,0.00204,0.010336,0.0007712,0.0007722
11000001,192,0.526027397,0,0.816,0.0044,0.00523212,0.0216,0.00204,0.010336,0.0007582,0.0007708
11000001,193,0.528767123,0,0.831,0.0044,0.00527763,0.0216,0.00204,0.010336,0.000798,0.0008038
11000001,196,0.536986301,0,0.831,0.0044,0.00528228,0.0216,0.00204,0.010336,0.0007882,0.0008128
11000001,197,0.539726027,0,0.835,0.0044,0.00525529,0.0216,0.00204,0.010336,0.0008316,0.0007908
11000001,198,0.542465753,0,0.826,0.0044,0.00528997,0.0216,0.00204,0.010336,0.000837,0.0008314
11000001,199,0.545205479,0,0.835,0.0044,0.00534168,0.0216,0.00204,0.010336,0.0008504,0.0008758
11000001,200,0.547945205,0,0.829,0.0044,0.00533157,0.0219,0.002102,0.012103,0.0008638,0.000876
11000001,203,0.556164384,0,0.829,0.0044,0.00532109,0.0219,0.002102,0.012103,0.0008648,0.0008708
11000001,204,0.55890411,0,0.841,0.0044,0.00533823,0.0219,0.002102,0.012103,0.0008934,0.000892
11000001,205,0.561643836,0,0.851,0.0044,0.00532059,0.0219,0.002102,0.012103,0.0008674,0.0008684
11000001,206,0.564383562,0,0.836,0.0044,0.00531848,0.0219,0.002102,0.012103,0.000862,0.0008732
11000001,207,0.567123288,0,0.804,0.0044,0.00515559,0.0219,0.002102,0.012103,0.0007064,0.0007064
11000001,210,0.575342466,0,0.792,0.0044,0.00513415,0.0219,0.002102,0.012103,0.000695,0.0006956
11000001,211,0.578082192,0,0.814,0.0044,0.00518641,0.0219,0.002102,0.012103,0.000735,0.000735
11000001,212,0.580821918,0,0.798,0.0044,0.00517227,0.0219,0.002102,0.012103,0.0007366,0.0007204
11000001,213,0.583561644,0,0.8,0.0044,0.0051876,0.0219,0.002102,0.012103,0.000722,0.0007246
11000001,214,0.58630137,0,0.795,0.0044,0.00518499,0.0219,0.002102,0.012103,0.000731,0.0007342
11000001,217,0.594520548,0,0.773,0.0044,0.00511059,0.0219,0.002102,0.012103,0.0006494,0.0006616
11000001,218,0.597260274,0,0.719,0.0044,0.00499297,0.0219,0.002102,0.012103,0.0005686,0.0005648
11000001,219,0.6,0,0.744,0.0044,0.00504455,0.0219,0.002102,0.012103,0.0005902,0.0005938
11000001,220,0.602739726,0,0.735,0.0044,0.00502306,0.0219,0.002102,0.012103,0.0005774,0.0005852
11000001,221,0.605479452,0,0.716,0.0044,0.00499242,0.0219,0.002102,0.012103,0.000594,0.0005612
11000001,224,0.61369863,0,0.728,0.0044,0.00499605,0.0219,0.002102,0.012103,0.000594,0.0005628
11000001,225,0.616438356,0,0.747,0.0044,0.00506112,0.0219,0.002102,0.012103,0.000594,0.0006006
11000001,231,0.632876712,0,0.752,0.0044,0.00512349,0.0229,0.002173,0.012446,0.0006524,0.000652
11000001,232,0.635616438,0,0.764,0.0044,0.00516417,0.0229,0.002173,0.012446,0.000679,0.0006812
11000001,233,0.638356164,0,0.735,0.0044,0.00511924,0.0229,0.002173,0.012446,0.0006128,0.0006446
11000001,234,0.64109589,0,0.728,0.0044,0.00509052,0.0229,0.002173,0.012446,0.0006162,0.0006104
11000001,235,0.643835616,0,0.732,0.0044,0.00507724,0.0229,0.002173,0.012446,0.0006408,0.0006028
11000001,238,0.652054795,0,0.743,0.0044,0.00513545,0.0229,0.002173,0.012446,0.0006342,0.0006516
11000001,239,0.654794521,0,0.721,0.0044,0.00508924,0.0229,0.002173,0.012446,0.0006232,0.000621
11000001,240,0.657534247,0,0.732,0.0044,0.00509874,0.0229,0.002173,0.012446,0.0006442,0.0006358
11000001,241,0.660273973,0,0.729,0.0044,0.00508337,0.0229,0.002173,0.012446,0.000652,0.0006378
11000001,242,0.663013699,0,0.724,0.0044,0.00508702,0.0229,0.002173,0.012446,0.000634,0.000646
11000001,245,0.671232877,0,0.657,0.0044,0.00496618,0.0229,0.002173,0.012446,0.0005612,0.0005524
11000001,246,0.673972603,0,0.646,0.0044,0.00494897,0.0229,0.002173,0.012446,0.0005178,0.0005326
11000001,247,0.676712329,0,0.659,0.0044,0.00498063,0.0229,0.002173,0.012446,0.0005364,0.000548
11000001,248,0.679452055,0,0.645,0.0044,0.00493964,0.0229,0.002173,0.012446,0.0005364,0.0005248
11000001,249,0.682191781,0,0.646,0.0044,0.00494775,0.0229,0.002173,0.012446,0.0005364,0.0005364
11000001,252,0.690410959,0,0.677,0.0044,0.00503534,0.0229,0.002173,0.012446,0.0005852,0.0005758
11000001,253,0.693150685,0,0.698,0.0044,0.00511221,0.0229,0.002173,0.012446,0.0006184,0.0006184
11000001,254,0.695890411,0,0.691,0.0044,0.00510374,0.0229,0.002173,0.012446,0.0006202,0.000627
11000001,255,0.698630137,0,0.702,0.0044,0.00514034,0.0229,0.002173,0.012446,0.000649,0.0006578
11000001,259,0.709589041,0,0.708,0.0044,0.00516156,0.0229,0.002173,0.012446,0.000672,0.0006606
11000001,260,0.712328767,0,0.696,0.0044,0.00511078,0.0229,0.002173,0.012446,0.000635,0.0006266
11000001,261,0.715068493,0,0.674,0.0044,0.00504836,0.0222,0.002261,0.018718,0.0005948,0.0005762
11000001,262,0.717808219,0,0.685,0.0044,0.00509473,0.0222,0.002261,0.018718,0.0005948,0.0006058
11000001,263,0.720547945,0,0.679,0.0044,0.00504688,0.0222,0.002261,0.018718,0.0005788,0.0005796
11000001,266,0.728767123,0,0.68,0.0044,0.00503799,0.0222,0.002261,0.018718,0.0006002,0.0006002
11000001,267,0.731506849,0,0.648,0.0044,0.00492635,0.0222,0.002261,0.018718,0.0005284,0.000526
11000001,268,0.734246575,0,0.645,0.0044,0.00492869,0.0222,0.002261,0.018718,0.0005482,0.0005398
11000001,269,0.736986301,0,0.653,0.0044,0.00500925,0.0222,0.002261,0.018718,0.0005586,0.0005696
11000001,270,0.739726027,0,0.666,0.0044,0.00505715,0.0222,0.002261,0.018718,0.000592,0.0005996
11000001,273,0.747945205,0,0.644,0.0044,0.00500709,0.0222,0.002261,0.018718,0.0005674,0.0005712
11000001,274,0.750684932,0,0.679,0.0044,0.00514177,0.0222,0.002261,0.018718,0.0007076,0.0006784
11000001,275,0.753424658,0,0.685,0.0044,0.00510086,0.0222,0.002261,0.018718,0.0006774,0.0006664
11000001,276,0.756164384,0,0.679,0.0044,0.00507936,0.0222,0.002261,0.018718,0.0006708,0.0006654
11000001,277,0.75890411,0,0.665,0.0044,0.00503554,0.0222,0.002261,0.018718,0.0006414,0.000659
11000001,280,0.767123288,0,0.694,0.0044,0.00514638,0.0222,0.002261,0.018718,0.0007318,0.000731
11000001,281,0.769863014,0,0.689,0.0044,0.00512822,0.0222,0.002261,0.018718,0.0007312,0.0007312
11000001,282,0.77260274,0,0.674,0.0044,0.00500361,0.0222,0.002261,0.018718,0.000683,0.000665
11000001,283,0.775342466,0,0.671,0.0044,0.004971,0.0222,0.002261,0.018718,0.000669,0.0006586
11000001,284,0.778082192,0,0.687,0.0044,0.00508002,0.0222,0.002261,0.018718,0.0007574,0.0007206
11000001,287,0.78630137,0,0.737,0.0044,0.0052628,0.0222,0.002261,0.018718,0.0008694,0.0008588
11000001,288,0.789041096,0,0.733,0.0044,0.00528071,0.0222,0.002261,0.018718,0.0008738,0.0008738
11000001,289,0.791780822,0,0.756,0.0044,0.00545221,0.0222,0.002261,0.018718,0.0009768,0.0010048
11000001,290,0.794520548,0,0.739,0.0044,0.00534963,0.0222,0.002261,0.018718,0.000917,0.0009164
11000001,291,0.797260274,0,0.761,0.0044,0.00541878,0.0222,0.002261,0.018718,0.0009618,0.0009798
11000001,294,0.805479452,0,0.761,0.0044,0.00533676,0.0213,0.002342,0.015356,0.000948,0.0009222
11000001,295,0.808219178,0,0.776,0.0044,0.00546956,0.0213,0.002342,0.015356,0.0010108,0.0010152
11000001,296,0.810958904,0,0.759,0.0044,0.00543757,0.0213,0.002342,0.015356,0.001,0.0009866
11000001,297,0.81369863,0,0.798,0.0044,0.00557967,0.0213,0.002342,0.015356,0.001145,0.0010838
11000001,298,0.816438356,0,0.813,0.0044,0.00559733,0.0213,0.002342,0.015356,0.001145,0.0011182
11000001,301,0.824657534,0,0.835,0.0044,0.00577884,0.0213,0.002342,0.015356,0.0012026,0.0012426
11000001,302,0.82739726,0,0.831,0.0044,0.00576838,0.0213,0.002342,0.015356,0.0012274,0.0012274
11000001,310,0.849315068,0,0.804,0.0044,0.00580772,0.0213,0.002342,0.015356,0.00121,0.0013214
11000001,311,0.852054795,0,0.791,0.0044,0.00568625,0.0213,0.002342,0.015356,0.0011596,0.0011784
11000001,312,0.854794521,0,0.776,0.0044,0.00556456,0.0213,0.002342,0.015356,0.0010592,0.0010826
11000001,315,0.863013699,0,0.769,0.0044,0.00548341,0.0213,0.002342,0.015356,0.001018,0.00104
11000001,316,0.865753425,0,0.757,0.0044,0.00547395,0.0213,0.002342,0.015356,0.001018,0.0010302
11000001,317,0.868493151,0,0.763,0.0044,0.0054852,0.0213,0.002342,0.015356,0.001035,0.0010372
11000001,318,0.871232877,0,0.758,0.0044,0.00550109,0.0213,0.002342,0.015356,0.0009636,0.0010296
11000001,319,0.873972603,0,0.746,0.0044,0.00541765,0.0213,0.002342,0.015356,0.0009636,0.0009878
11000001,322,0.882191781,0,0.739,0.0044,0.00535196,0.0213,0.002205,0.014189,0.0009408,0.0009376
11000001,323,0.884931507,0,0.748,0.0044,0.00537714,0.0213,0.002205,0.014189,0.00098,0.0009712
11000001,324,0.887671233,0,0.764,0.0044,0.005528,0.0213,0.002205,0.014189,0.00105,0.001056
11000001,325,0.890410959,0,0.774,0.0044,0.00551297,0.0213,0.002205,0.014189,0.001081,0.0010616
11000001,326,0.893150685,0,0.782,0.0044,0.00562592,0.0213,0.002205,0.014189,0.0011424,0.0011614
11000001,329,0.901369863,0,0.778,0.0044,0.00556978,0.0213,0.002205,0.014189,0.001155,0.0011486
11000001,330,0.904109589,0,0.777,0.0044,0.00556497,0.0213,0.002205,0.014189,0.0011674,0.0011774
11000001,331,0.906849315,0,0.762,0.0044,0.00547643,0.0213,0.002205,0.014189,0.0011162,0.0010994
11000001,332,0.909589041,0,0.76,0.0044,0.00543752,0.0213,0.002205,0.014189,0.0011072,0.0010758
11000001,333,0.912328767,0,0.781,0.0044,0.00551852,0.0213,0.002205,0.014189,0.0011072,0.0011346
11000001,336,0.920547945,0,0.783,0.0044,0.00545808,0.0213,0.002205,0.014189,0.0011082,0.0011042
11000001,337,0.923287671,0,0.78,0.0044,0.00547046,0.0213,0.002205,0.014189,0.001138,0.0011274
11000001,338,0.926027397,0,0.782,0.0044,0.00557797,0.0213,0.002205,0.014189,0.0011702,0.001183
11000001,339,0.928767123,0,0.779,0.0044,0.00559635,0.0213,0.002205,0.014189,0.001139,0.0011648
11000001,340,0.931506849,0,0.773,0.0044,0.00544116,0.0213,0.002205,0.014189,0.001052,0.0010696
11000001,343,0.939726027,0,0.787,0.0044,0.00549543,0.0213,0.002205,0.014189,0.001111,0.0011026
11000001,344,0.942465753,0,0.774,0.0044,0.00551366,0.0213,0.002205,0.014189,0.001026,0.0011034
11000001,345,0.945205479,0,0.759,0.0044,0.00541767,0.0213,0.002205,0.014189,0.0010238,0.0010054
11000001,346,0.947945205,0,0.762,0.0044,0.0053685,0.0213,0.002205,0.014189,0.0009466,0.0009706
11000001,347,0.950684932,0,0.76,0.0044,0.00526772,0.0213,0.002205,0.014189,0.0008742,0.0009196
11000002,108,0.295890411,0,0.666,0.0045,0.00480561,0.0239,0.001969,0.014602,0.0003188,0.000323
11000002,109,0.298630137,0,0.661,0.0045,0.00481327,0.0239,0.001969,0.014602,0.000331,0.000331
11000002,112,0.306849315,0,0.687,0.0045,0.00482704,0.0239,0.001969,0.014602,0.0003424,0.0003438
11000002,113,0.309589041,0,0.679,0.0045,0.00480161,0.0239,0.001969,0.014602,0.0003284,0.000326
11000002,114,0.312328767,0,0.725,0.0045,0.00489816,0.0239,0.001969,0.014602,0.0003816,0.0003788
11000002,115,0.315068493,0,0.733,0.0045,0.00488839,0.0239,0.001969,0.014602,0.000385,0.0003822
11000002,116,0.317808219,0,0.687,0.0045,0.00483588,0.0239,0.001969,0.014602,0.0003362,0.0003446
11000002,119,0.326027397,0,0.636,0.0045,0.00476927,0.0239,0.001969,0.014602,0.000302,0.0003004
11000002,120,0.328767123,0,0.71,0.0045,0.00486214,0.0239,0.001969,0.014602,0.0003688,0.0003534
11000002,121,0.331506849,0,0.736,0.0045,0.00489424,0.0239,0.001969,0.014602,0.000379,0.000379
11000002,122,0.334246575,0,0.704,0.0045,0.0048374,0.0239,0.001969,0.014602,0.0003636,0.0003474
11000002,123,0.336986301,0,0.757,0.0045,0.00494107,0.0239,0.001969,0.014602,0.0004388,0.0004142
11000002,126,0.345205479,0,0.753,0.0045,0.00494598,0.0239,0.001969,0.014602,0.0004044,0.0004142
11000002,127,0.347945205,0,0.766,0.0045,0.00497335,0.0239,0.001969,0.014602,0.0004408,0.0004366
11000002,128,0.350684932,0,0.779,0.0045,0.00501534,0.0239,0.001969,0.014602,0.000481,0.0004592
11000002,129,0.353424658,0,0.778,0.0045,0.00504315,0.0239,0.001969,0.014602,0.000481,0.0004846
11000002,130,0.356164384,0,0.771,0.0045,0.00498556,0.0239,0.001969,0.014602,0.0004242,0.000434
11000002,133,0.364383562,0,0.719,0.0045,0.00492156,0.0239,0.001969,0.014602,0.000389,0.0004002
11000002,134,0.367123288,0,0.746,0.0045,0.00494867,0.0239,0.001969,0.014602,0.0004284,0.0004032
11000002,135,0.369863014,0,0.757,0.0045,0.00497885,0.0239,0.001969,0.014602,0.0004284,0.0004286
11000002,136,0.37260274,0,0.742,0.0045,0.00493446,0.0239,0.001969,0.014602,0.000414,0.0004176
11000002,137,0.375342466,0,0.743,0.0045,0.00493374,0.0239,0.001969,0.014602,0.0004182,0.0004106
11000002,140,0.383561644,0,0.663,0.0045,0.00481117,0.0235,0.002015,0.013196,0.0003252,0.0003288
11000002,141,0.38630137,0,0.68,0.0045,0.00485027,0.0235,0.002015,0.013196,0.0003508,0.0003526
11000002,142,0.389041096,0,0.634,0.0045,0.00476048,0.0235,0.002015,0.013196,0.0003236,0.0003236
11000002,143,0.391780822,0,0.661,0.0045,0.00475131,0.0235,0.002015,0.013196,0.0003046,0.0003166
11000002,144,0.394520548,0,0.718,0.0045,0.0049253,0.0235,0.002015,0.013196,0.0004242,0.0004242
11000002,147,0.402739726,0,0.808,0.0045,0.00508923,0.0235,0.002015,0.013196,0.0005642,0.0005714
11000002,148,0.405479452,0,0.833,0.0045,0.00515175,0.0235,0.002015,0.013196,0.0006124,0.0006118
11000002,149,0.408219178,0,0.845,0.0045,0.00514404,0.0235,0.002015,0.013196,0.0006166,0.000611
11000002,150,0.410958904,0,0.829,0.0045,0.00510899,0.0235,0.002015,0.013196,0.0005882,0.0005882
11000002,151,0.41369863,0,0.824,0.0045,0.00511349,0.0235,0.002015,0.013196,0.000596,0.000596
11000002,154,0.421917808,0,0.813,0.0045,0.00509477,0.0235,0.002015,0.013196,0.0005814,0.0005824
11000002,155,0.424657534,0,0.829,0.0045,0.00515146,0.0235,0.002015,0.013196,0.0006262,0.0006262
11000002,156,0.42739726,0,0.805,0.0045,0.00508308,0.0235,0.002015,0.013196,0.000584,0.000564
11000002,157,0.430136986,0,0.825,0.0045,0.0051421,0.0235,0.002015,0.013196,0.0006164,0.0006118
11000002,158,0.432876712,0,0.823,0.0045,0.00513271,0.0235,0.002015,0.013196,0.0006116,0.000602
11000002,161,0.44109589,0,0.805,0.0045,0.00506944,0.0235,0.002015,0.013196,0.0005654,0.0005664
11000002,162,0.443835616,0,0.802,0.0045,0.00508826,0.0235,0.002015,0.013196,0.000587,0.0005936
11000002,163,0.446575342,0,0.834,0.0045,0.00514049,0.0235,0.002015,0.013196,0.0006288,0.0006254
11000002,164,0.449315068,0,0.775,0.0045,0.0050831,0.0235,0.002015,0.013196,0.0005788,0.0005788
11000002,165,0.452054795,0,0.785,0.0045,0.00508579,0.0235,0.002015,0.013196,0.0005786,0.0005804
11000002,168,0.460273973,0,0.794,0.0045,0.00508112,0.0235,0.002015,0.013196,0.0005808,0.0005728
11000002,169,0.463013699,0,0.828,0.0045,0.00522966,0.0235,0.002015,0.013196,0.0006846,0.0006512
11000002,170,0.465753425,0,0.824,0.0045,0.00522404,0.0216,0.00204,0.010336,0.0006852,0.0007
11000002,171,0.468493151,0,0.834,0.0045,0.00519054,0.0216,0.00204,0.010336,0.00071,0.0006692
11000002,172,0.471232877,0,0.833,0.0045,0.00525176,0.0216,0.00204,0.010336,0.0007108,0.0007196
11000002,175,0.479452055,0,0.845,0.0045,0.00523997,0.0216,0.00204,0.010336,0.0006308,0.0007196
11000002,176,0.482191781,0,0.801,0.0045,0.00515597,0.0216,0.00204,0.010336,0.0006308,0.0006356
11000002,177,0.484931507,0,0.814,0.0045,0.00514739,0.0216,0.00204,0.010336,0.000616,0.0006126
11000002,178,0.487671233,0,0.783,0.0045,0.00512216,0.0216,0.00204,0.010336,0.0005734,0.0005902
11000002,179,0.490410959,0,0.779,0.0045,0.00509039,0.0216,0.00204,0.010336,0.0005734,0.0005782
11000002,182,0.498630137,0,0.787,0.0045,0.00510247,0.0216,0.00204,0.010336,0.0005864,0.0005872
11000002,183,0.501369863,0,0.772,0.0045,0.00510189,0.0216,0.00204,0.010336,0.00057,0.0005756
11000002,184,0.504109589,0,0.762,0.0045,0.00508049,0.0216,0.00204,0.010336,0.000562,0.0005646
11000002,185,0.506849315,0,0.793,0.0045,0.00516656,0.0216,0.00204,0.010336,0.0006296,0.0006152
11000002,189,0.517808219,0,0.805,0.0045,0.0052247,0.0216,0.00204,0.010336,0.0006862,0.000677
11000002,190,0.520547945,0,0.805,0.0045,0.00527147,0.0216,0.00204,0.010336,0.0007068,0.000708
11000002,191,0.523287671,0,0.785,0.0045,0.00523645,0.0216,0.00204,0.010336,0.0007126,0.0006892
11000002,192,0.526027397,0,0.784,0.0045,0.00523212,0.0216,0.00204,0.010336,0.0007126,0.0006918
11000002,193,0.528767123,0,0.802,0.0045,0.00527763,0.0216,0.00204,0.010336,0.0007126,0.0007202
11000002,196,0.536986301,0,0.802,0.0045,0.00528228,0.0216,0.00204,0.010336,0.0007178,0.0007302
11000002,197,0.539726027,0,0.804,0.0045,0.00525529,0.0216,0.00204,0.010336,0.0007578,0.0007098
11000002,198,0.542465753,0,0.799,0.0045,0.00528997,0.0216,0.00204,0.010336,0.000776,0.000747
11000002,199,0.545205479,0,0.807,0.0045,0.00534168,0.0216,0.00204,0.010336,0.000776,0.0007948
11000002,200,0.547945205,0,0.806,0.0045,0.00533157,0.0219,0.002102,0.012103,0.000774,0.0007896
11000002,203,0.556164384,0,0.803,0.0045,0.00532109,0.0219,0.002102,0.012103,0.00081,0.0007876
11000002,204,0.55890411,0,0.816,0.0045,0.00533823,0.0219,0.002102,0.012103,0.0008124,0.0008078
11000002,205,0.561643836,0,0.823,0.0045,0.00532059,0.0219,0.002102,0.012103,0.0007844,0.0007854
11000002,206,0.564383562,0,0.81,0.0045,0.00531848,0.0219,0.002102,0.012103,0.000652,0.0007902
11000002,207,0.567123288,0,0.771,0.0045,0.00515559,0.0219,0.002102,0.012103,0.0006236,0.0006244
11000002,210,0.575342466,0,0.762,0.0045,0.00513415,0.0219,0.002102,0.012103,0.0006326,0.000611
11000002,211,0.578082192,0,0.783,0.0045,0.00518641,0.0219,0.002102,0.012103,0.0006442,0.0006526
11000002,212,0.580821918,0,0.764,0.0045,0.00517227,0.0219,0.002102,0.012103,0.0006442,0.0006424
11000002,213,0.583561644,0,0.766,0.0045,0.0051876,0.0219,0.002102,0.012103,0.000668,0.000646
11000002,214,0.58630137,0,0.768,0.0045,0.00518499,0.0219,0.002102,0.012103,0.000657,0.0006482
11000002,217,0.594520548,0,0.735,0.0045,0.00511059,0.0219,0.002102,0.012103,0.0005064,0.0005872
11000002,218,0.597260274,0,0.679,0.0045,0.00499297,0.0219,0.002102,0.012103,0.0004926,0.0004916
11000002,219,0.6,0,0.704,0.0045,0.00504455,0.0219,0.002102,0.012103,0.0005254,0.0005202
11000002,220,0.602739726,0,0.695,0.0045,0.00502306,0.0219,0.002102,0.012103,0.00051,0.0005116
11000002,221,0.605479452,0,0.675,0.0045,0.00499242,0.0219,0.002102,0.012103,0.0004746,0.000492
11000002,224,0.61369863,0,0.686,0.0045,0.00499605,0.0219,0.002102,0.012103,0.0005844,0.0004922
11000002,225,0.616438356,0,0.705,0.0045,0.00506112,0.0219,0.002102,0.012103,0.0005844,0.0005322
11000002,231,0.632876712,0,0.717,0.0045,0.00512349,0.0229,0.002173,0.012446,0.0005794,0.0005758
11000002,232,0.635616438,0,0.729,0.0045,0.00516417,0.0229,0.002173,0.012446,0.0005808,0.0006068
11000002,233,0.638356164,0,0.7,0.0045,0.00511924,0.0229,0.002173,0.012446,0.0005454,0.00057
11000002,234,0.64109589,0,0.69,0.0045,0.00509052,0.0229,0.002173,0.012446,0.0005362,0.0005386
