optID,moneyness,daytoexpire,RFR,optiontype,Garch_Vol_RMS,monthly dividend yield,settleprice
10000001,1.149128571,0.528767123,0.001589,0,0.010818,0.0272,0.4252
10000001,1.143214286,0.536986301,0.001589,0,0.010818,0.0272,0.4264
10000001,1.137768571,0.539726027,0.001589,0,0.010818,0.0272,0.4114
10000001,1.138185714,0.542465753,0.001589,0,0.010818,0.0272,0.4124
10000001,1.138162857,0.545205479,0.001589,0,0.010818,0.0272,0.4108
10000001,1.134668571,0.547945205,0.001589,0,0.010818,0.0272,0.4086
10000001,1.104862857,0.556164384,0.001172,0,0.009879,0.0291,0.3276
10000001,1.101894286,0.55890411,0.001172,0,0.009879,0.0291,0.3304
10000001,1.098745714,0.561643836,0.001172,0,0.009879,0.0291,0.324
10000001,1.106505714,0.564383562,0.001172,0,0.009879,0.0291,0.3286
10000001,1.094091429,0.567123288,0.001172,0,0.009879,0.0291,0.3108
10000001,1.092588571,0.575342466,0.001172,0,0.009879,0.0291,0.3194
10000001,1.118225714,0.578082192,0.001172,0,0.009879,0.0291,0.3636
10000001,1.124348571,0.580821918,0.001172,0,0.009879,0.0291,0.3706
10000001,1.130357143,0.583561644,0.001172,0,0.009879,0.0291,0.386
10000001,1.120831429,0.58630137,0.001172,0,0.009879,0.0291,0.3728
10000001,1.117948571,0.594520548,0.001172,0,0.009879,0.0291,0.3688
10000001,1.121491429,0.597260274,0.001172,0,0.009879,0.0291,0.378
10000001,1.133785714,0.6,0.001172,0,0.009879,0.0291,0.412
10000001,1.131497143,0.602739726,0.001172,0,0.009879,0.0291,0.4058
10000001,1.13148,0.605479452,0.001172,0,0.009879,0.0291,0.4192
10000001,1.132462857,0.61369863,0.001172,0,0.009879,0.0291,0.4292
10000001,1.121397143,0.616438356,0.001172,0,0.009879,0.0291,0.401
10000001,1.124642857,0.619178082,0.001172,0,0.009879,0.0291,0.4242
10000001,1.11788,0.635616438,0.001279,0,0.014017,0.0287,0.416
10000001,1.104865714,0.638356164,0.001279,0,0.014017,0.0287,0.353
10000001,1.099757143,0.64109589,0.001279,0,0.014017,0.0287,0.3404
10000001,1.09222,0.643835616,0.001279,0,0.014017,0.0287,0.3254
10000001,1.084848571,0.652054795,0.001279,0,0.014017,0.0287,0.3186
10000001,1.094214286,0.654794521,0.001279,0,0.014017,0.0287,0.3314
10000001,1.096965714,0.657534247,0.001279,0,0.014017,0.0287,0.3412
10000001,1.088014286,0.660273973,0.001279,0,0.014017,0.0287,0.3252
10000001,1.100988571,0.663013699,0.001279,0,0.014017,0.0287,0.3656
10000001,1.096997143,0.671232877,0.001279,0,0.014017,0.0287,0.3762
10000001,1.086394286,0.673972603,0.001279,0,0.014017,0.0287,0.374
10000001,1.08496,0.676712329,0.001279,0,0.014017,0.0287,0.3706
10000001,1.093057143,0.679452055,0.001279,0,0.014017,0.0287,0.383
10000001,1.07236,0.682191781,0.001279,0,0.014017,0.0287,0.352
10000001,1.076908571,0.690410959,0.001279,0,0.014017,0.0287,0.3936
10000001,1.08366,0.693150685,0.001279,0,0.014017,0.0287,0.4022
10000001,1.080097143,0.695890411,0.001279,0,0.014017,0.0287,0.4056
10000001,1.085148571,0.698630137,0.001279,0,0.014017,0.0287,0.428
10000001,1.06092,0.709589041,0.001279,0,0.014017,0.0287,0.3914
10000001,1.067008571,0.712328767,0.001279,0,0.014017,0.0287,0.4004
10000001,1.050022857,0.715068493,0.001279,0,0.014017,0.0287,0.3624
10000001,1.053188571,0.717808219,0.001796,0,0.021634,0.0294,0.3744
10000001,1.049745714,0.720547945,0.001796,0,0.021634,0.0294,0.384
10000001,1.060017143,0.728767123,0.001796,0,0.021634,0.0294,0.4054
10000001,1.056585714,0.731506849,0.001796,0,0.021634,0.0294,0.3906
10000001,1.063577143,0.734246575,0.001796,0,0.021634,0.0294,0.4306
10000001,1.035745714,0.736986301,0.001796,0,0.021634,0.0294,0.4008
10000001,1.00866,0.739726027,0.001796,0,0.021634,0.0294,0.362
10000001,1.043777143,0.747945205,0.001796,0,0.021634,0.0294,0.4154
10000001,1.025454286,0.750684932,0.001796,0,0.021634,0.0294,0.3954
10000001,1.038931429,0.753424658,0.001796,0,0.021634,0.0294,0.4026
10000001,1.059908571,0.756164384,0.001796,0,0.021634,0.0294,0.4638
10000001,1.065097143,0.75890411,0.001796,0,0.021634,0.0294,0.4512
10000001,1.112945714,0.767123288,0.001796,0,0.021634,0.0294,0.572
10000001,1.128831429,0.769863014,0.001796,0,0.021634,0.0294,0.5994
10000001,1.15098,0.77260274,0.001796,0,0.021634,0.0294,0.6388
10000001,1.166494286,0.775342466,0.001796,0,0.021634,0.0294,0.6984
10000001,1.142037143,0.778082192,0.001796,0,0.021634,0.0294,0.6058
10000001,1.182431429,0.78630137,0.001796,0,0.021634,0.0294,0.7172
10000001,1.201922857,0.789041096,0.001796,0,0.021634,0.0294,0.7782
10000001,1.175728571,0.791780822,0.001796,0,0.021634,0.0294,0.7032
10000001,1.16896,0.794520548,0.001796,0,0.021634,0.0294,0.6952
10000001,1.162762857,0.797260274,0.001796,0,0.021634,0.0294,0.6778
10000001,1.125728571,0.805479452,0.002178,0,0.022042,0.0265,0.581
10000001,1.167108571,0.808219178,0.002178,0,0.022042,0.0265,0.6892
10000001,1.16372,0.810958904,0.002178,0,0.022042,0.0265,0.6952
10000001,1.178242857,0.81369863,0.002178,0,0.022042,0.0265,0.7296
10000001,1.180811429,0.816438356,0.002178,0,0.022042,0.0265,0.7318
10000001,1.185568571,0.824657534,0.002178,0,0.022042,0.0265,0.7522
10000001,1.184188571,0.82739726,0.002178,0,0.022042,0.0265,0.7286
10000001,1.157517143,0.830136986,0.002178,0,0.022042,0.0265,0.6458
10000001,1.159288571,0.832876712,0.002178,0,0.022042,0.0265,0.6502
10000001,1.164977143,0.835616438,0.002178,0,0.022042,0.0265,0.677
10000001,1.139351429,0.843835616,0.002178,0,0.022042,0.0265,0.5844
10000001,1.131405714,0.846575342,0.002178,0,0.022042,0.0265,0.557
10000001,1.138408571,0.849315068,0.002178,0,0.022042,0.0265,0.5686
10000001,1.129274286,0.852054795,0.002178,0,0.022042,0.0265,0.5516
10000001,1.11886,0.854794521,0.002178,0,0.022042,0.0265,0.5392
10000001,1.114248571,0.863013699,0.002178,0,0.022042,0.0265,0.5404
10000001,1.114222857,0.865753425,0.002178,0,0.022042,0.0265,0.5254
10000001,1.093865714,0.868493151,0.002178,0,0.022042,0.0265,0.4626
10000001,1.081611429,0.871232877,0.002178,0,0.022042,0.0265,0.4484
10000001,1.053817143,0.873972603,0.002178,0,0.022042,0.0265,0.348
10000001,1.143971429,0.904109589,0.002403,0,0.009975,0.0257,0.6278
10000001,1.180551429,0.906849315,0.002403,0,0.009975,0.0257,0.72
10000001,1.175517143,0.909589041,0.002403,0,0.009975,0.0257,0.699
10000001,1.195951429,0.912328767,0.002403,0,0.009975,0.0257,0.7572
10000001,1.1871,0.920547945,0.002403,0,0.009975,0.0257,0.7456
10000001,1.18544,0.923287671,0.002403,0,0.009975,0.0257,0.7522
10000001,1.190494286,0.926027397,0.002403,0,0.009975,0.0257,0.7632
10000001,1.197111429,0.928767123,0.002403,0,0.009975,0.0257,0.798
10000001,1.20114,0.931506849,0.002403,0,0.009975,0.0257,0.7956
10000001,1.18948,0.939726027,0.002403,0,0.009975,0.0257,0.7556
10000001,1.18982,0.942465753,0.002403,0,0.009975,0.0257,0.7562
10000001,1.174948571,0.945205479,0.002403,0,0.009975,0.0257,0.7182
10000001,1.188637143,0.947945205,0.002403,0,0.009975,0.0257,0.7584
10000001,1.1798,0.950684932,0.002403,0,0.009975,0.0257,0.7386
10000001,1.184274286,0.95890411,0.002403,0,0.009975,0.0257,0.7556
11000001,1.186354286,0.961643836,0.002403,0,0.009975,0.0257,0.7688
10000002,1.337838889,0.298630137,0.002171,0,0.014447,0.024,1.14
10000002,1.345630556,0.306849315,0.002171,0,0.014447,0.024,1.1658
10000002,1.314263889,0.309589041,0.002171,0,0.014447,0.024,1.066
10000002,1.307258333,0.312328767,0.002171,0,0.014447,0.024,1.0308
10000002,1.322763889,0.315068493,0.002171,0,0.014447,0.024,1.078
10000002,1.321069444,0.317808219,0.002171,0,0.014447,0.024,1.069
10000002,1.310788889,0.326027397,0.002171,0,0.014447,0.024,1.0596
10000002,1.299763889,0.328767123,0.002171,0,0.014447,0.024,1.0228
10000002,1.316855556,0.331506849,0.002171,0,0.014447,0.024,1.066
10000002,1.336877778,0.334246575,0.002171,0,0.014447,0.024,1.1572
10000002,1.337563889,0.336986301,0.002171,0,0.014447,0.024,1.1706
10000002,1.306841667,0.345205479,0.002171,0,0.014447,0.024,1.0522
10000002,1.287697222,0.347945205,0.002171,0,0.014447,0.024,0.9508
10000002,1.291011111,0.350684932,0.002171,0,0.014447,0.024,0.9758
10000002,1.300494444,0.353424658,0.002171,0,0.014447,0.024,0.9974
10000002,1.312463889,0.356164384,0.002171,0,0.014447,0.024,1.0438
10000002,1.307758333,0.364383562,0.002171,0,0.014447,0.024,1.0412
10000002,1.322988889,0.367123288,0.002171,0,0.014447,0.024,1.0896
10000002,1.326975,0.369863014,0.002171,0,0.014447,0.024,1.1
10000002,1.326611111,0.37260274,0.002171,0,0.014447,0.024,1.1156
10000002,1.325363889,0.375342466,0.002171,0,0.014447,0.024,1.1074
10000002,1.304180556,0.383561644,0.001932,0,0.021187,0.0245,1.0334
10000002,1.293375,0.38630137,0.001932,0,0.021187,0.0245,1.008
10000002,1.299725,0.389041096,0.001932,0,0.021187,0.0245,1.0374
10000002,1.268961111,0.391780822,0.001932,0,0.021187,0.0245,0.8942
10000002,1.257902778,0.394520548,0.001932,0,0.021187,0.0245,0.8702
10000002,1.251552778,0.402739726,0.001932,0,0.021187,0.0245,0.8372
10000002,1.309011111,0.405479452,0.001932,0,0.021187,0.0245,1.0596
10000002,1.309569444,0.408219178,0.001932,0,0.021187,0.0245,1.0594
10000002,1.303066667,0.410958904,0.001932,0,0.021187,0.0245,1.035
10000002,1.300083333,0.41369863,0.001932,0,0.021187,0.0245,1.0288
10000002,1.262416667,0.421917808,0.001932,0,0.021187,0.0245,0.9204
10000002,1.254513889,0.424657534,0.001932,0,0.021187,0.0245,0.8998
10000002,1.317908333,0.42739726,0.001932,0,0.021187,0.0245,1.1276
10000002,1.335191667,0.430136986,0.001932,0,0.021187,0.0245,1.1736
10000002,1.348044444,0.432876712,0.001932,0,0.021187,0.0245,1.2216
10000002,1.320313889,0.44109589,0.001932,0,0.021187,0.0245,1.1532
10000002,1.344658333,0.443835616,0.001932,0,0.021187,0.0245,1.2364
10000002,1.326111111,0.446575342,0.001932,0,0.021187,0.0245,1.174
10000002,1.305036111,0.449315068,0.001932,0,0.021187,0.0245,1.1334
10000002,1.297247222,0.452054795,0.001932,0,0.021187,0.0245,1.199
10000002,1.227666667,0.460273973,0.001932,0,0.021187,0.0245,0.8012
10000002,1.2044,0.463013699,0.001932,0,0.021187,0.0245,0.704
10000002,1.179938889,0.465753425,0.001932,0,0.021187,0.0245,0.5784
10000002,1.156655556,0.468493151,0.001589,0,0.010818,0.0272,0.4996
10000002,1.141588889,0.471232877,0.001589,0,0.010818,0.0272,0.47
10000002,1.149719444,0.484931507,0.001589,0,0.010818,0.0272,0.5076
10000002,1.144941667,0.487671233,0.001589,0,0.010818,0.0272,0.4824
10000002,1.139458333,0.490410959,0.001589,0,0.010818,0.0272,0.4786
10000002,1.138530556,0.498630137,0.001589,0,0.010818,0.0272,0.4578
10000002,1.123438889,0.501369863,0.001589,0,0.010818,0.0272,0.3788
10000002,1.115997222,0.504109589,0.001589,0,0.010818,0.0272,0.3396
10000002,1.115158333,0.506849315,0.001589,0,0.010818,0.0272,0.3344
10000002,1.098608333,0.509589041,0.001589,0,0.010818,0.0272,0.2924
10000002,1.111966667,0.517808219,0.001589,0,0.010818,0.0272,0.3322
10000002,1.109966667,0.520547945,0.001589,0,0.010818,0.0272,0.3256
10000002,1.122141667,0.523287671,0.001589,0,0.010818,0.0272,0.3594
10000002,1.124175,0.526027397,0.001589,0,0.010818,0.0272,0.369
10000002,1.117208333,0.528767123,0.001589,0,0.010818,0.0272,0.352
10000002,1.111458333,0.536986301,0.001589,0,0.010818,0.0272,0.356
10000002,1.106163889,0.539726027,0.001589,0,0.010818,0.0272,0.3422
10000002,1.106569444,0.542465753,0.001589,0,0.010818,0.0272,0.3414
10000002,1.106547222,0.545205479,0.001589,0,0.010818,0.0272,0.342
10000002,1.10315,0.547945205,0.001589,0,0.010818,0.0272,0.3402
10000002,1.074172222,0.556164384,0.001172,0,0.009879,0.0291,0.2692
10000002,1.071286111,0.55890411,0.001172,0,0.009879,0.0291,0.2712
10000002,1.068225,0.561643836,0.001172,0,0.009879,0.0291,0.2656
10000002,1.075769444,0.564383562,0.001172,0,0.009879,0.0291,0.2686
10000002,1.0637,0.567123288,0.001172,0,0.009879,0.0291,0.2554
10000002,1.062238889,0.575342466,0.001172,0,0.009879,0.0291,0.2624
10000002,1.087163889,0.578082192,0.001172,0,0.009879,0.0291,0.297
10000002,1.093116667,0.580821918,0.001172,0,0.009879,0.0291,0.305
10000002,1.098958333,0.583561644,0.001172,0,0.009879,0.0291,0.3202
10000002,1.089697222,0.58630137,0.001172,0,0.009879,0.0291,0.3096
10000002,1.086894444,0.594520548,0.001172,0,0.009879,0.0291,0.3052
10000002,1.090338889,0.597260274,0.001172,0,0.009879,0.0291,0.3148
10000002,1.102291667,0.6,0.001172,0,0.009879,0.0291,0.3472
10000002,1.100066667,0.602739726,0.001172,0,0.009879,0.0291,0.3452
10000002,1.10005,0.605479452,0.001172,0,0.009879,0.0291,0.3576
10000002,1.101005556,0.61369863,0.001172,0,0.009879,0.0291,0.3676
10000002,1.090247222,0.616438356,0.001172,0,0.009879,0.0291,0.3404
10000002,1.093402778,0.619178082,0.001172,0,0.009879,0.0291,0.3624
10000002,1.086827778,0.635616438,0.001279,0,0.014017,0.0287,0.3542
10000002,1.074175,0.638356164,0.001279,0,0.014017,0.0287,0.2966
10000002,1.069208333,0.64109589,0.001279,0,0.014017,0.0287,0.286
10000002,1.061880556,0.643835616,0.001279,0,0.014017,0.0287,0.2724
10000002,1.054713889,0.652054795,0.001279,0,0.014017,0.0287,0.268
10000002,1.063819444,0.654794521,0.001279,0,0.014017,0.0287,0.2792
10000002,1.066494444,0.657534247,0.001279,0,0.014017,0.0287,0.2858
10000002,1.057791667,0.660273973,0.001279,0,0.014017,0.0287,0.2732
10000002,1.070405556,0.663013699,0.001279,0,0.014017,0.0287,0.3098
10000002,1.066525,0.671232877,0.001279,0,0.014017,0.0287,0.3204
10000002,1.056216667,0.673972603,0.001279,0,0.014017,0.0287,0.3198
10000002,1.054822222,0.676712329,0.001279,0,0.014017,0.0287,0.316
10000002,1.062694444,0.679452055,0.001279,0,0.014017,0.0287,0.3254
10000002,1.042572222,0.682191781,0.001279,0,0.014017,0.0287,0.302
10000002,1.046994444,0.690410959,0.001279,0,0.014017,0.0287,0.339
10000002,1.053558333,0.693150685,0.001279,0,0.014017,0.0287,0.347
10000002,1.050094444,0.695890411,0.001279,0,0.014017,0.0287,0.3516
10000002,1.055005556,0.698630137,0.001279,0,0.014017,0.0287,0.3712
10000002,1.03145,0.709589041,0.001279,0,0.014017,0.0287,0.3392
10000002,1.037369444,0.712328767,0.001279,0,0.014017,0.0287,0.35
10000002,1.020855556,0.715068493,0.001279,0,0.014017,0.0287,0.3166
10000002,1.023933333,0.717808219,0.001796,0,0.021634,0.0294,0.3296
10000002,1.020586111,0.720547945,0.001796,0,0.021634,0.0294,0.339
10000002,1.030572222,0.728767123,0.001796,0,0.021634,0.0294,0.3574
10000002,1.027236111,0.731506849,0.001796,0,0.021634,0.0294,0.3402
10000002,1.034033333,0.734246575,0.001796,0,0.021634,0.0294,0.3818
10000002,1.006975,0.736986301,0.001796,0,0.021634,0.0294,0.355
10000002,0.980641667,0.739726027,0.001796,0,0.021634,0.0294,0.3214
10000002,1.014783333,0.747945205,0.001796,0,0.021634,0.0294,0.3664
10000002,0.996969444,0.750684932,0.001796,0,0.021634,0.0294,0.3468
10000002,1.010072222,0.753424658,0.001796,0,0.021634,0.0294,0.3516
10000002,1.030466667,0.756164384,0.001796,0,0.021634,0.0294,0.4156
10000002,1.035511111,0.75890411,0.001796,0,0.021634,0.0294,0.405
10000002,1.082030556,0.767123288,0.001796,0,0.021634,0.0294,0.513
10000002,1.097475,0.769863014,0.001796,0,0.021634,0.0294,0.5426
10000002,1.119008333,0.77260274,0.001796,0,0.021634,0.0294,0.5696
10000002,1.134091667,0.775342466,0.001796,0,0.021634,0.0294,0.6286
10000002,1.110313889,0.778082192,0.001796,0,0.021634,0.0294,0.5462
10000002,1.149586111,0.78630137,0.001796,0,0.021634,0.0294,0.6486
10000002,1.168536111,0.789041096,0.001796,0,0.021634,0.0294,0.702
10000002,1.143069444,0.791780822,0.001796,0,0.021634,0.0294,0.6262
10000002,1.136488889,0.794520548,0.001796,0,0.021634,0.0294,0.622
10000002,1.130463889,0.797260274,0.001796,0,0.021634,0.0294,0.605
10000002,1.094458333,0.805479452,0.002178,0,0.022042,0.0265,0.5158
10000002,1.134688889,0.808219178,0.002178,0,0.022042,0.0265,0.6148
10000002,1.131394444,0.810958904,0.002178,0,0.022042,0.0265,0.6238
10000002,1.145513889,0.81369863,0.002178,0,0.022042,0.0265,0.6542
10000002,1.148011111,0.816438356,0.002178,0,0.022042,0.0265,0.6576
10000002,1.152636111,0.824657534,0.002178,0,0.022042,0.0265,0.678
10000002,1.151294444,0.82739726,0.002178,0,0.022042,0.0265,0.6524
10000002,1.125363889,0.830136986,0.002178,0,0.022042,0.0265,0.5732
10000002,1.127086111,0.832876712,0.002178,0,0.022042,0.0265,0.5764
10000002,1.132616667,0.835616438,0.002178,0,0.022042,0.0265,0.5984
10000002,1.107702778,0.843835616,0.002178,0,0.022042,0.0265,0.5112
10000002,1.099977778,0.846575342,0.002178,0,0.022042,0.0265,0.4844
10000002,1.106786111,0.849315068,0.002178,0,0.022042,0.0265,0.4974
10000002,1.097905556,0.852054795,0.002178,0,0.022042,0.0265,0.4826
10000002,1.087780556,0.854794521,0.002178,0,0.022042,0.0265,0.4722
10000002,1.083297222,0.863013699,0.002178,0,0.022042,0.0265,0.4818
10000002,1.083272222,0.865753425,0.002178,0,0.022042,0.0265,0.4572
10000002,1.063480556,0.868493151,0.002178,0,0.022042,0.0265,0.4046
10000002,1.051566667,0.871232877,0.002178,0,0.022042,0.0265,0.3926
10000002,1.024544444,0.873972603,0.002178,0,0.022042,0.0265,0.3134
10000002,1.112194444,0.904109589,0.002403,0,0.009975,0.0257,0.5576
10000002,1.147758333,0.906849315,0.002403,0,0.009975,0.0257,0.6404
10000002,1.142863889,0.909589041,0.002403,0,0.009975,0.0257,0.624
10000002,1.162730556,0.912328767,0.002403,0,0.009975,0.0257,0.6816
10000002,1.154125,0.920547945,0.002403,0,0.009975,0.0257,0.6648
10000002,1.152511111,0.923287671,0.002403,0,0.009975,0.0257,0.6684
10000002,1.157425,0.926027397,0.002403,0,0.009975,0.0257,0.6864
10000002,1.163858333,0.928767123,0.002403,0,0.009975,0.0257,0.7154
10000002,1.167775,0.931506849,0.002403,0,0.009975,0.0257,0.7208
10000002,1.156438889,0.939726027,0.002403,0,0.009975,0.0257,0.68
10000002,1.156769444,0.942465753,0.002403,0,0.009975,0.0257,0.68
10000002,1.142311111,0.945205479,0.002403,0,0.009975,0.0257,0.6478
10000002,1.155619444,0.947945205,0.002403,0,0.009975,0.0257,0.6812
10000002,1.147027778,0.950684932,0.002403,0,0.009975,0.0257,0.6672
10000002,1.151377778,0.95890411,0.002403,0,0.009975,0.0257,0.6796
10000002,1.1534,0.961643836,0.002403,0,0.009975,0.0257,0.6914
10000003,1.301681081,0.298630137,0.002171,0,0.014447,0.024,1.0442
10000003,1.309262162,0.306849315,0.002171,0,0.014447,0.024,1.0698
10000003,1.278743243,0.309589041,0.002171,0,0.014447,0.024,0.97
10000003,1.271927027,0.312328767,0.002171,0,0.014447,0.024,0.9348
10000003,1.287013514,0.315068493,0.002171,0,0.014447,0.024,0.984
10000003,1.285364865,0.317808219,0.002171,0,0.014447,0.024,0.9736
10000003,1.275362162,0.326027397,0.002171,0,0.014447,0.024,0.9644
10000003,1.264635135,0.328767123,0.002171,0,0.014447,0.024,0.9286
10000003,1.281264865,0.331506849,0.002171,0,0.014447,0.024,0.973
10000003,1.300745946,0.334246575,0.002171,0,0.014447,0.024,1.0626
10000003,1.301413514,0.336986301,0.002171,0,0.014447,0.024,1.0758
10000003,1.271521622,0.345205479,0.002171,0,0.014447,0.024,0.9584
10000003,1.252894595,0.347945205,0.002171,0,0.014447,0.024,0.8584
10000003,1.256118919,0.350684932,0.002171,0,0.014447,0.024,0.8838
10000003,1.265345946,0.353424658,0.002171,0,0.014447,0.024,0.9038
10000003,1.276991892,0.356164384,0.002171,0,0.014447,0.024,0.9544
10000003,1.272413514,0.364383562,0.002171,0,0.014447,0.024,0.9494
10000003,1.287232432,0.367123288,0.002171,0,0.014447,0.024,0.9972
10000003,1.291110811,0.369863014,0.002171,0,0.014447,0.024,1.0074
10000003,1.290756757,0.37260274,0.002171,0,0.014447,0.024,1.0224
10000003,1.289543243,0.375342466,0.002171,0,0.014447,0.024,1.015
10000003,1.268932432,0.383561644,0.001932,0,0.021187,0.0245,0.9426
10000003,1.258418919,0.38630137,0.001932,0,0.021187,0.0245,0.9168
10000003,1.264597297,0.389041096,0.001932,0,0.021187,0.0245,0.9446
10000003,1.234664865,0.391780822,0.001932,0,0.021187,0.0245,0.8046
10000003,1.223905405,0.394520548,0.001932,0,0.021187,0.0245,0.7814
10000003,1.217727027,0.402739726,0.001932,0,0.021187,0.0245,0.7464
10000003,1.273632432,0.405479452,0.001932,0,0.021187,0.0245,0.967
10000003,1.274175676,0.408219178,0.001932,0,0.021187,0.0245,0.967
10000003,1.267848649,0.410958904,0.001932,0,0.021187,0.0245,0.944
10000003,1.264945946,0.41369863,0.001932,0,0.021187,0.0245,0.937
10000003,1.228297297,0.421917808,0.001932,0,0.021187,0.0245,0.833
10000003,1.220608108,0.424657534,0.001932,0,0.021187,0.0245,0.8104
10000003,1.282289189,0.42739726,0.001932,0,0.021187,0.0245,1.0346
10000003,1.299105405,0.430136986,0.001932,0,0.021187,0.0245,1.0806
10000003,1.311610811,0.432876712,0.001932,0,0.021187,0.0245,1.128
10000003,1.28462973,0.44109589,0.001932,0,0.021187,0.0245,1.0644
10000003,1.308316216,0.443835616,0.001932,0,0.021187,0.0245,1.1456
10000003,1.29027027,0.446575342,0.001932,0,0.021187,0.0245,1.0834
10000003,1.269764865,0.449315068,0.001932,0,0.021187,0.0245,1.0432
10000003,1.262186486,0.452054795,0.001932,0,0.021187,0.0245,1.1102
10000003,1.194486486,0.460273973,0.001932,0,0.021187,0.0245,0.7154
10000003,1.171848649,0.463013699,0.001932,0,0.021187,0.0245,0.6202
10000003,1.148048649,0.465753425,0.001932,0,0.021187,0.0245,0.4974
10000003,1.125394595,0.468493151,0.001589,0,0.010818,0.0272,0.4226
10000003,1.110735135,0.471232877,0.001589,0,0.010818,0.0272,0.393
10000003,1.118645946,0.484931507,0.001589,0,0.010818,0.0272,0.4332
10000003,1.113997297,0.487671233,0.001589,0,0.010818,0.0272,0.41
