optID,spotprice,strikeprice,daytoexpire,RFR,optiontype,Garch_Vol_RMS,Delta,monthly dividend yield,settleprice
10000001,4.69505,3.5,0.383561644,0.001932,0,0.021187,0.906,0.0245,1.1266
10000001,4.65615,3.5,0.38630137,0.001932,0,0.021187,0.91,0.0245,1.1012
10000001,4.67901,3.5,0.389041096,0.001932,0,0.021187,0.894,0.0245,1.1306
10000001,4.56826,3.5,0.391780822,0.001932,0,0.021187,0.877,0.0245,0.9854
10000001,4.52845,3.5,0.394520548,0.001932,0,0.021187,0.875,0.0245,0.9598
10000001,4.50559,3.5,0.402739726,0.001932,0,0.021187,0.903,0.0245,0.9234
10000001,4.71244,3.5,0.405479452,0.001932,0,0.021187,0.916,0.0245,1.1536
10000001,4.71445,3.5,0.408219178,0.001932,0,0.021187,0.916,0.0245,1.1536
10000001,4.69104,3.5,0.410958904,0.001932,0,0.021187,0.899,0.0245,1.1298
10000001,4.6803,3.5,0.41369863,0.001932,0,0.021187,0.892,0.0245,1.123
10000001,4.5447,3.5,0.421917808,0.001932,0,0.021187,0.892,0.0245,1.0132
10000001,4.51625,3.5,0.424657534,0.001932,0,0.021187,0.93,0.0245,0.9882
10000001,4.74447,3.5,0.42739726,0.001932,0,0.021187,0.946,0.0245,1.2204
10000001,4.80669,3.5,0.430136986,0.001932,0,0.021187,0.896,0.0245,1.267
10000001,4.85296,3.5,0.432876712,0.001932,0,0.021187,0.921,0.0245,1.317
10000001,4.75313,3.5,0.44109589,0.001932,0,0.021187,0.913,0.0245,1.2478
10000001,4.84077,3.5,0.443835616,0.001932,0,0.021187,0.889,0.0245,1.3292
10000001,4.774,3.5,0.446575342,0.001932,0,0.021187,0.909,0.0245,1.265
10000001,4.69813,3.5,0.449315068,0.001932,0,0.021187,0.951,0.0245,1.2256
10000001,4.67009,3.5,0.452054795,0.001932,0,0.021187,0.867,0.0245,1.2896
10000001,4.4196,3.5,0.460273973,0.001932,0,0.021187,0.855,0.0245,0.8916
10000001,4.33584,3.5,0.463013699,0.001932,0,0.021187,0.872,0.0245,0.7918
10000001,4.24778,3.5,0.465753425,0.001932,0,0.021187,0.833,0.0245,0.6642
10000001,4.16396,3.5,0.468493151,0.001589,0,0.010818,0.821,0.0272,0.5822
10000001,4.10972,3.5,0.471232877,0.001589,0,0.010818,0.794,0.0272,0.5496
10000001,4.13899,3.5,0.484931507,0.001589,0,0.010818,0.807,0.0272,0.584
10000001,4.12179,3.5,0.487671233,0.001589,0,0.010818,0.795,0.0272,0.5608
10000001,4.10205,3.5,0.490410959,0.001589,0,0.010818,0.806,0.0272,0.5564
10000001,4.09871,3.5,0.498630137,0.001589,0,0.010818,0.798,0.0272,0.538
10000001,4.04438,3.5,0.501369863,0.001589,0,0.010818,0.749,0.0272,0.4492
10000001,4.01759,3.5,0.504109589,0.001589,0,0.010818,0.722,0.0272,0.4094
10000001,4.01457,3.5,0.506849315,0.001589,0,0.010818,0.716,0.0272,0.4038
10000001,3.95499,3.5,0.509589041,0.001589,0,0.010818,0.689,0.0272,0.3578
10000001,4.00308,3.5,0.517808219,0.001589,0,0.010818,0.716,0.0272,0.4012
10000001,3.99588,3.5,0.520547945,0.001589,0,0.010818,0.709,0.0272,0.3956
10000001,4.03971,3.5,0.523287671,0.001589,0,0.010818,0.747,0.0272,0.4312
10000001,4.04703,3.5,0.526027397,0.001589,0,0.010818,0.752,0.0272,0.4418
10000001,4.02195,3.5,0.528767123,0.001589,0,0.010818,0.745,0.0272,0.4252
10000001,4.00125,3.5,0.536986301,0.001589,0,0.010818,0.728,0.0272,0.4264
10000001,3.98219,3.5,0.539726027,0.001589,0,0.010818,0.727,0.0272,0.4114
10000001,3.98365,3.5,0.542465753,0.001589,0,0.010818,0.737,0.0272,0.4124
10000001,3.98357,3.5,0.545205479,0.001589,0,0.010818,0.734,0.0272,0.4108
10000001,3.97134,3.5,0.547945205,0.001589,0,0.010818,0.723,0.0272,0.4086
10000001,3.86702,3.5,0.556164384,0.001172,0,0.009879,0.652,0.0291,0.3276
10000001,3.85663,3.5,0.55890411,0.001172,0,0.009879,0.65,0.0291,0.3304
10000001,3.84561,3.5,0.561643836,0.001172,0,0.009879,0.648,0.0291,0.324
10000001,3.87277,3.5,0.564383562,0.001172,0,0.009879,0.668,0.0291,0.3286
10000001,3.82932,3.5,0.567123288,0.001172,0,0.009879,0.647,0.0291,0.3108
10000001,3.82406,3.5,0.575342466,0.001172,0,0.009879,0.649,0.0291,0.3194
10000001,3.91379,3.5,0.578082192,0.001172,0,0.009879,0.696,0.0291,0.3636
10000001,3.93522,3.5,0.580821918,0.001172,0,0.009879,0.711,0.0291,0.3706
10000001,3.95625,3.5,0.583561644,0.001172,0,0.009879,0.716,0.0291,0.386
10000001,3.92291,3.5,0.58630137,0.001172,0,0.009879,0.698,0.0291,0.3728
10000001,3.91282,3.5,0.594520548,0.001172,0,0.009879,0.695,0.0291,0.3688
10000001,3.92522,3.5,0.597260274,0.001172,0,0.009879,0.696,0.0291,0.378
10000001,3.96825,3.5,0.6,0.001172,0,0.009879,0.714,0.0291,0.412
10000001,3.96024,3.5,0.602739726,0.001172,0,0.009879,0.712,0.0291,0.4058
10000001,3.96018,3.5,0.605479452,0.001172,0,0.009879,0.718,0.0291,0.4192
10000001,3.96362,3.5,0.61369863,0.001172,0,0.009879,0.719,0.0291,0.4292
10000001,3.92489,3.5,0.616438356,0.001172,0,0.009879,0.695,0.0291,0.401
10000001,3.93625,3.5,0.619178082,0.001172,0,0.009879,0.69,0.0291,0.4242
10000001,3.91258,3.5,0.635616438,0.001279,0,0.014017,0.679,0.0287,0.416
10000001,3.86703,3.5,0.638356164,0.001279,0,0.014017,0.642,0.0287,0.353
10000001,3.84915,3.5,0.64109589,0.001279,0,0.014017,0.64,0.0287,0.3404
10000001,3.82277,3.5,0.643835616,0.001279,0,0.014017,0.624,0.0287,0.3254
10000001,3.79697,3.5,0.652054795,0.001279,0,0.014017,0.603,0.0287,0.3186
10000001,3.82975,3.5,0.654794521,0.001279,0,0.014017,0.61,0.0287,0.3314
10000001,3.83938,3.5,0.657534247,0.001279,0,0.014017,0.61,0.0287,0.3412
10000001,3.80805,3.5,0.660273973,0.001279,0,0.014017,0.607,0.0287,0.3252
10000001,3.85346,3.5,0.663013699,0.001279,0,0.014017,0.633,0.0287,0.3656
10000001,3.83949,3.5,0.671232877,0.001279,0,0.014017,0.603,0.0287,0.3762
10000001,3.80238,3.5,0.673972603,0.001279,0,0.014017,0.593,0.0287,0.374
10000001,3.79736,3.5,0.676712329,0.001279,0,0.014017,0.593,0.0287,0.3706
10000001,3.8257,3.5,0.679452055,0.001279,0,0.014017,0.596,0.0287,0.383
10000001,3.75326,3.5,0.682191781,0.001279,0,0.014017,0.578,0.0287,0.352
10000001,3.76918,3.5,0.690410959,0.001279,0,0.014017,0.585,0.0287,0.3936
10000001,3.79281,3.5,0.693150685,0.001279,0,0.014017,0.601,0.0287,0.4022
10000001,3.78034,3.5,0.695890411,0.001279,0,0.014017,0.595,0.0287,0.4056
10000001,3.79802,3.5,0.698630137,0.001279,0,0.014017,0.602,0.0287,0.428
10000001,3.71322,3.5,0.709589041,0.001279,0,0.014017,0.565,0.0287,0.3914
10000001,3.73453,3.5,0.712328767,0.001279,0,0.014017,0.566,0.0287,0.4004
10000001,3.67508,3.5,0.715068493,0.001279,0,0.014017,0.543,0.0287,0.3624
10000001,3.68616,3.5,0.717808219,0.001796,0,0.021634,0.546,0.0294,0.3744
10000001,3.67411,3.5,0.720547945,0.001796,0,0.021634,0.544,0.0294,0.384
10000001,3.71006,3.5,0.728767123,0.001796,0,0.021634,0.56,0.0294,0.4054
10000001,3.69805,3.5,0.731506849,0.001796,0,0.021634,0.552,0.0294,0.3906
10000001,3.72252,3.5,0.734246575,0.001796,0,0.021634,0.567,0.0294,0.4306
10000001,3.62511,3.5,0.736986301,0.001796,0,0.021634,0.537,0.0294,0.4008
10000001,3.53031,3.5,0.739726027,0.001796,0,0.021634,0.511,0.0294,0.362
10000001,3.65322,3.5,0.747945205,0.001796,0,0.021634,0.546,0.0294,0.4154
10000001,3.58909,3.5,0.750684932,0.001796,0,0.021634,0.531,0.0294,0.3954
10000001,3.63626,3.5,0.753424658,0.001796,0,0.021634,0.55,0.0294,0.4026
10000001,3.70968,3.5,0.756164384,0.001796,0,0.021634,0.579,0.0294,0.4638
10000001,3.72784,3.5,0.75890411,0.001796,0,0.021634,0.583,0.0294,0.4512
10000001,3.89531,3.5,0.767123288,0.001796,0,0.021634,0.639,0.0294,0.572
10000001,3.95091,3.5,0.769863014,0.001796,0,0.021634,0.659,0.0294,0.5994
10000001,4.02843,3.5,0.77260274,0.001796,0,0.021634,0.692,0.0294,0.6388
10000001,4.08273,3.5,0.775342466,0.001796,0,0.021634,0.704,0.0294,0.6984
10000001,3.99713,3.5,0.778082192,0.001796,0,0.021634,0.683,0.0294,0.6058
10000001,4.13851,3.5,0.78630137,0.001796,0,0.021634,0.733,0.0294,0.7172
10000001,4.20673,3.5,0.789041096,0.001796,0,0.021634,0.747,0.0294,0.7782
10000001,4.11505,3.5,0.791780822,0.001796,0,0.021634,0.716,0.0294,0.7032
10000001,4.09136,3.5,0.794520548,0.001796,0,0.021634,0.719,0.0294,0.6952
10000001,4.06967,3.5,0.797260274,0.001796,0,0.021634,0.727,0.0294,0.6778
10000001,3.94005,3.5,0.805479452,0.002178,0,0.022042,0.677,0.0265,0.581
10000001,4.08488,3.5,0.808219178,0.002178,0,0.022042,0.72,0.0265,0.6892
10000001,4.07302,3.5,0.810958904,0.002178,0,0.022042,0.715,0.0265,0.6952
10000001,4.12385,3.5,0.81369863,0.002178,0,0.022042,0.723,0.0265,0.7296
10000001,4.13284,3.5,0.816438356,0.002178,0,0.022042,0.729,0.0265,0.7318
10000001,4.14949,3.5,0.824657534,0.002178,0,0.022042,0.734,0.0265,0.7522
10000001,4.14466,3.5,0.82739726,0.002178,0,0.022042,0.73,0.0265,0.7286
10000001,4.05131,3.5,0.830136986,0.002178,0,0.022042,0.719,0.0265,0.6458
10000001,4.05751,3.5,0.832876712,0.002178,0,0.022042,0.722,0.0265,0.6502
10000001,4.07742,3.5,0.835616438,0.002178,0,0.022042,0.728,0.0265,0.677
10000001,3.98773,3.5,0.843835616,0.002178,0,0.022042,0.699,0.0265,0.5844
10000001,3.95992,3.5,0.846575342,0.002178,0,0.022042,0.692,0.0265,0.557
10000001,3.98443,3.5,0.849315068,0.002178,0,0.022042,0.69,0.0265,0.5686
10000001,3.95246,3.5,0.852054795,0.002178,0,0.022042,0.686,0.0265,0.5516
10000001,3.91601,3.5,0.854794521,0.002178,0,0.022042,0.671,0.0265,0.5392
10000001,3.89987,3.5,0.863013699,0.002178,0,0.022042,0.674,0.0265,0.5404
10000001,3.89978,3.5,0.865753425,0.002178,0,0.022042,0.685,0.0265,0.5254
10000001,3.82853,3.5,0.868493151,0.002178,0,0.022042,0.65,0.0265,0.4626
10000001,3.78564,3.5,0.871232877,0.002178,0,0.022042,0.634,0.0265,0.4484
10000001,3.68836,3.5,0.873972603,0.002178,0,0.022042,0.568,0.0265,0.348
10000001,4.0039,3.5,0.904109589,0.002403,0,0.009975,0.715,0.0257,0.6278
10000001,4.13193,3.5,0.906849315,0.002403,0,0.009975,0.769,0.0257,0.72
10000001,4.11431,3.5,0.909589041,0.002403,0,0.009975,0.773,0.0257,0.699
10000001,4.18583,3.5,0.912328767,0.002403,0,0.009975,0.795,0.0257,0.7572
10000001,4.15485,3.5,0.920547945,0.002403,0,0.009975,0.793,0.0257,0.7456
10000001,4.14904,3.5,0.923287671,0.002403,0,0.009975,0.785,0.0257,0.7522
10000001,4.16673,3.5,0.926027397,0.002403,0,0.009975,0.796,0.0257,0.7632
10000001,4.18989,3.5,0.928767123,0.002403,0,0.009975,0.795,0.0257,0.798
10000001,4.20399,3.5,0.931506849,0.002403,0,0.009975,0.789,0.0257,0.7956
10000001,4.16318,3.5,0.939726027,0.002403,0,0.009975,0.791,0.0257,0.7556
10000001,4.16437,3.5,0.942465753,0.002403,0,0.009975,0.783,0.0257,0.7562
10000001,4.11232,3.5,0.945205479,0.002403,0,0.009975,0.78,0.0257,0.7182
10000001,4.16023,3.5,0.947945205,0.002403,0,0.009975,0.793,0.0257,0.7584
10000001,4.1293,3.5,0.950684932,0.002403,0,0.009975,0.79,0.0257,0.7386
10000001,4.14496,3.5,0.95890411,0.002403,0,0.009975,0.798,0.0257,0.7556
11000001,4.15224,3.5,0.961643836,0.002403,0,0.009975,0.796,0.0257,0.7688
10000002,4.81622,3.6,0.298630137,0.002171,0,0.014447,0.982,0.024,1.14
10000002,4.84427,3.6,0.306849315,0.002171,0,0.014447,0.952,0.024,1.1658
10000002,4.73135,3.6,0.309589041,0.002171,0,0.014447,0.899,0.024,1.066
10000002,4.70613,3.6,0.312328767,0.002171,0,0.014447,0.912,0.024,1.0308
10000002,4.76195,3.6,0.315068493,0.002171,0,0.014447,0.919,0.024,1.078
10000002,4.75585,3.6,0.317808219,0.002171,0,0.014447,0.926,0.024,1.069
10000002,4.71884,3.6,0.326027397,0.002171,0,0.014447,0.888,0.024,1.0596
10000002,4.67915,3.6,0.328767123,0.002171,0,0.014447,0.898,0.024,1.0228
10000002,4.74068,3.6,0.331506849,0.002171,0,0.014447,0.949,0.024,1.066
10000002,4.81276,3.6,0.334246575,0.002171,0,0.014447,0.907,0.024,1.1572
10000002,4.81523,3.6,0.336986301,0.002171,0,0.014447,0.902,0.024,1.1706
10000002,4.70463,3.6,0.345205479,0.002171,0,0.014447,0.874,0.024,1.0522
10000002,4.63571,3.6,0.347945205,0.002171,0,0.014447,0.901,0.024,0.9508
10000002,4.64764,3.6,0.350684932,0.002171,0,0.014447,0.874,0.024,0.9758
10000002,4.68178,3.6,0.353424658,0.002171,0,0.014447,0.941,0.024,0.9974
10000002,4.72487,3.6,0.356164384,0.002171,0,0.014447,0.927,0.024,1.0438
10000002,4.70793,3.6,0.364383562,0.002171,0,0.014447,0.902,0.024,1.0412
10000002,4.76276,3.6,0.367123288,0.002171,0,0.014447,0.887,0.024,1.0896
10000002,4.77711,3.6,0.369863014,0.002171,0,0.014447,0.895,0.024,1.1
10000002,4.7758,3.6,0.37260274,0.002171,0,0.014447,0.904,0.024,1.1156
10000002,4.77131,3.6,0.375342466,0.002171,0,0.014447,0.888,0.024,1.1074
10000002,4.69505,3.6,0.383561644,0.001932,0,0.021187,0.892,0.0245,1.0334
10000002,4.65615,3.6,0.38630137,0.001932,0,0.021187,0.896,0.0245,1.008
10000002,4.67901,3.6,0.389041096,0.001932,0,0.021187,0.88,0.0245,1.0374
10000002,4.56826,3.6,0.391780822,0.001932,0,0.021187,0.859,0.0245,0.8942
10000002,4.52845,3.6,0.394520548,0.001932,0,0.021187,0.855,0.0245,0.8702
10000002,4.50559,3.6,0.402739726,0.001932,0,0.021187,0.876,0.0245,0.8372
10000002,4.71244,3.6,0.405479452,0.001932,0,0.021187,0.904,0.0245,1.0596
10000002,4.71445,3.6,0.408219178,0.001932,0,0.021187,0.904,0.0245,1.0594
10000002,4.69104,3.6,0.410958904,0.001932,0,0.021187,0.888,0.0245,1.035
10000002,4.6803,3.6,0.41369863,0.001932,0,0.021187,0.879,0.0245,1.0288
10000002,4.5447,3.6,0.421917808,0.001932,0,0.021187,0.877,0.0245,0.9204
10000002,4.51625,3.6,0.424657534,0.001932,0,0.021187,0.906,0.0245,0.8998
10000002,4.74447,3.6,0.42739726,0.001932,0,0.021187,0.932,0.0245,1.1276
10000002,4.80669,3.6,0.430136986,0.001932,0,0.021187,0.884,0.0245,1.1736
10000002,4.85296,3.6,0.432876712,0.001932,0,0.021187,0.912,0.0245,1.2216
10000002,4.75313,3.6,0.44109589,0.001932,0,0.021187,0.902,0.0245,1.1532
10000002,4.84077,3.6,0.443835616,0.001932,0,0.021187,0.878,0.0245,1.2364
10000002,4.774,3.6,0.446575342,0.001932,0,0.021187,0.895,0.0245,1.174
10000002,4.69813,3.6,0.449315068,0.001932,0,0.021187,0.936,0.0245,1.1334
10000002,4.67009,3.6,0.452054795,0.001932,0,0.021187,0.853,0.0245,1.199
10000002,4.4196,3.6,0.460273973,0.001932,0,0.021187,0.834,0.0245,0.8012
10000002,4.33584,3.6,0.463013699,0.001932,0,0.021187,0.846,0.0245,0.704
10000002,4.24778,3.6,0.465753425,0.001932,0,0.021187,0.801,0.0245,0.5784
10000002,4.16396,3.6,0.468493151,0.001589,0,0.010818,0.781,0.0272,0.4996
10000002,4.10972,3.6,0.471232877,0.001589,0,0.010818,0.75,0.0272,0.47
10000002,4.13899,3.6,0.484931507,0.001589,0,0.010818,0.762,0.0272,0.5076
10000002,4.12179,3.6,0.487671233,0.001589,0,0.010818,0.751,0.0272,0.4824
10000002,4.10205,3.6,0.490410959,0.001589,0,0.010818,0.76,0.0272,0.4786
10000002,4.09871,3.6,0.498630137,0.001589,0,0.010818,0.754,0.0272,0.4578
10000002,4.04438,3.6,0.501369863,0.001589,0,0.010818,0.693,0.0272,0.3788
10000002,4.01759,3.6,0.504109589,0.001589,0,0.010818,0.663,0.0272,0.3396
10000002,4.01457,3.6,0.506849315,0.001589,0,0.010818,0.657,0.0272,0.3344
10000002,3.95499,3.6,0.509589041,0.001589,0,0.010818,0.624,0.0272,0.2924
10000002,4.00308,3.6,0.517808219,0.001589,0,0.010818,0.657,0.0272,0.3322
10000002,3.99588,3.6,0.520547945,0.001589,0,0.010818,0.65,0.0272,0.3256
10000002,4.03971,3.6,0.523287671,0.001589,0,0.010818,0.69,0.0272,0.3594
10000002,4.04703,3.6,0.526027397,0.001589,0,0.010818,0.696,0.0272,0.369
10000002,4.02195,3.6,0.528767123,0.001589,0,0.010818,0.688,0.0272,0.352
10000002,4.00125,3.6,0.536986301,0.001589,0,0.010818,0.672,0.0272,0.356
10000002,3.98219,3.6,0.539726027,0.001589,0,0.010818,0.668,0.0272,0.3422
10000002,3.98365,3.6,0.542465753,0.001589,0,0.010818,0.678,0.0272,0.3414
10000002,3.98357,3.6,0.545205479,0.001589,0,0.010818,0.673,0.0272,0.342
10000002,3.97134,3.6,0.547945205,0.001589,0,0.010818,0.663,0.0272,0.3402
10000002,3.86702,3.6,0.556164384,0.001172,0,0.009879,0.585,0.0291,0.2692
10000002,3.85663,3.6,0.55890411,0.001172,0,0.009879,0.585,0.0291,0.2712
10000002,3.84561,3.6,0.561643836,0.001172,0,0.009879,0.582,0.0291,0.2656
10000002,3.87277,3.6,0.564383562,0.001172,0,0.009879,0.599,0.0291,0.2686
10000002,3.82932,3.6,0.567123288,0.001172,0,0.009879,0.577,0.0291,0.2554
10000002,3.82406,3.6,0.575342466,0.001172,0,0.009879,0.581,0.0291,0.2624
10000002,3.91379,3.6,0.578082192,0.001172,0,0.009879,0.631,0.0291,0.297
10000002,3.93522,3.6,0.580821918,0.001172,0,0.009879,0.645,0.0291,0.305
10000002,3.95625,3.6,0.583561644,0.001172,0,0.009879,0.652,0.0291,0.3202
10000002,3.92291,3.6,0.58630137,0.001172,0,0.009879,0.633,0.0291,0.3096
10000002,3.91282,3.6,0.594520548,0.001172,0,0.009879,0.63,0.0291,0.3052
10000002,3.92522,3.6,0.597260274,0.001172,0,0.009879,0.633,0.0291,0.3148
10000002,3.96825,3.6,0.6,0.001172,0,0.009879,0.654,0.0291,0.3472
10000002,3.96024,3.6,0.602739726,0.001172,0,0.009879,0.651,0.0291,0.3452
10000002,3.96018,3.6,0.605479452,0.001172,0,0.009879,0.658,0.0291,0.3576
10000002,3.96362,3.6,0.61369863,0.001172,0,0.009879,0.66,0.0291,0.3676
10000002,3.92489,3.6,0.616438356,0.001172,0,0.009879,0.636,0.0291,0.3404
10000002,3.93625,3.6,0.619178082,0.001172,0,0.009879,0.635,0.0291,0.3624
10000002,3.91258,3.6,0.635616438,0.001279,0,0.014017,0.624,0.0287,0.3542
10000002,3.86703,3.6,0.638356164,0.001279,0,0.014017,0.582,0.0287,0.2966
10000002,3.84915,3.6,0.64109589,0.001279,0,0.014017,0.578,0.0287,0.286
10000002,3.82277,3.6,0.643835616,0.001279,0,0.014017,0.561,0.0287,0.2724
10000002,3.79697,3.6,0.652054795,0.001279,0,0.014017,0.543,0.0287,0.268
10000002,3.82975,3.6,0.654794521,0.001279,0,0.014017,0.551,0.0287,0.2792
10000002,3.83938,3.6,0.657534247,0.001279,0,0.014017,0.553,0.0287,0.2858
10000002,3.80805,3.6,0.660273973,0.001279,0,0.014017,0.547,0.0287,0.2732
10000002,3.85346,3.6,0.663013699,0.001279,0,0.014017,0.577,0.0287,0.3098
10000002,3.83949,3.6,0.671232877,0.001279,0,0.014017,0.553,0.0287,0.3204
10000002,3.80238,3.6,0.673972603,0.001279,0,0.014017,0.544,0.0287,0.3198
10000002,3.79736,3.6,0.676712329,0.001279,0,0.014017,0.544,0.0287,0.316
10000002,3.8257,3.6,0.679452055,0.001279,0,0.014017,0.547,0.0287,0.3254
10000002,3.75326,3.6,0.682191781,0.001279,0,0.014017,0.528,0.0287,0.302
10000002,3.76918,3.6,0.690410959,0.001279,0,0.014017,0.54,0.0287,0.339
10000002,3.79281,3.6,0.693150685,0.001279,0,0.014017,0.554,0.0287,0.347
10000002,3.78034,3.6,0.695890411,0.001279,0,0.014017,0.55,0.0287,0.3516
10000002,3.79802,3.6,0.698630137,0.001279,0,0.014017,0.559,0.0287,0.3712
10000002,3.71322,3.6,0.709589041,0.001279,0,0.014017,0.522,0.0287,0.3392
10000002,3.73453,3.6,0.712328767,0.001279,0,0.014017,0.524,0.0287,0.35
10000002,3.67508,3.6,0.715068493,0.001279,0,0.014017,0.5,0.0287,0.3166
10000002,3.68616,3.6,0.717808219,0.001796,0,0.021634,0.505,0.0294,0.3296
10000002,3.67411,3.6,0.720547945,0.001796,0,0.021634,0.505,0.0294,0.339
10000002,3.71006,3.6,0.728767123,0.001796,0,0.021634,0.52,0.0294,0.3574
10000002,3.69805,3.6,0.731506849,0.001796,0,0.021634,0.511,0.0294,0.3402
10000002,3.72252,3.6,0.734246575,0.001796,0,0.021634,0.529,0.0294,0.3818
10000002,3.62511,3.6,0.736986301,0.001796,0,0.021634,0.5,0.0294,0.355
10000002,3.53031,3.6,0.739726027,0.001796,0,0.021634,0.474,0.0294,0.3214
10000002,3.65322,3.6,0.747945205,0.001796,0,0.021634,0.509,0.0294,0.3664
10000002,3.58909,3.6,0.750684932,0.001796,0,0.021634,0.493,0.0294,0.3468
10000002,3.63626,3.6,0.753424658,0.001796,0,0.021634,0.51,0.0294,0.3516
10000002,3.70968,3.6,0.756164384,0.001796,0,0.021634,0.543,0.0294,0.4156
10000002,3.72784,3.6,0.75890411,0.001796,0,0.021634,0.546,0.0294,0.405
10000002,3.89531,3.6,0.767123288,0.001796,0,0.021634,0.604,0.0294,0.513
10000002,3.95091,3.6,0.769863014,0.001796,0,0.021634,0.625,0.0294,0.5426
10000002,4.02843,3.6,0.77260274,0.001796,0,0.021634,0.658,0.0294,0.5696
10000002,4.08273,3.6,0.775342466,0.001796,0,0.021634,0.673,0.0294,0.6286
10000002,3.99713,3.6,0.778082192,0.001796,0,0.021634,0.647,0.0294,0.5462
10000002,4.13851,3.6,0.78630137,0.001796,0,0.021634,0.701,0.0294,0.6486
10000002,4.20673,3.6,0.789041096,0.001796,0,0.021634,0.719,0.0294,0.702
10000002,4.11505,3.6,0.791780822,0.001796,0,0.021634,0.687,0.0294,0.6262
10000002,4.09136,3.6,0.794520548,0.001796,0,0.021634,0.688,0.0294,0.622
10000002,4.06967,3.6,0.797260274,0.001796,0,0.021634,0.695,0.0294,0.605
10000002,3.94005,3.6,0.805479452,0.002178,0,0.022042,0.64,0.0265,0.5158
10000002,4.08488,3.6,0.808219178,0.002178,0,0.022042,0.689,0.0265,0.6148
10000002,4.07302,3.6,0.810958904,0.002178,0,0.022042,0.683,0.0265,0.6238
10000002,4.12385,3.6,0.81369863,0.002178,0,0.022042,0.694,0.0265,0.6542
10000002,4.13284,3.6,0.816438356,0.002178,0,0.022042,0.699,0.0265,0.6576
10000002,4.14949,3.6,0.824657534,0.002178,0,0.022042,0.705,0.0265,0.678
10000002,4.14466,3.6,0.82739726,0.002178,0,0.022042,0.701,0.0265,0.6524
10000002,4.05131,3.6,0.830136986,0.002178,0,0.022042,0.685,0.0265,0.5732
10000002,4.05751,3.6,0.832876712,0.002178,0,0.022042,0.689,0.0265,0.5764
10000002,4.07742,3.6,0.835616438,0.002178,0,0.022042,0.697,0.0265,0.5984
10000002,3.98773,3.6,0.843835616,0.002178,0,0.022042,0.663,0.0265,0.5112
10000002,3.95992,3.6,0.846575342,0.002178,0,0.022042,0.654,0.0265,0.4844
10000002,3.98443,3.6,0.849315068,0.002178,0,0.022042,0.653,0.0265,0.4974
10000002,3.95246,3.6,0.852054795,0.002178,0,0.022042,0.647,0.0265,0.4826
10000002,3.91601,3.6,0.854794521,0.002178,0,0.022042,0.632,0.0265,0.4722
10000002,3.89987,3.6,0.863013699,0.002178,0,0.022042,0.634,0.0265,0.4818
10000002,3.89978,3.6,0.865753425,0.002178,0,0.022042,0.644,0.0265,0.4572
10000002,3.82853,3.6,0.868493151,0.002178,0,0.022042,0.605,0.0265,0.4046
10000002,3.78564,3.6,0.871232877,0.002178,0,0.022042,0.589,0.0265,0.3926
10000002,3.68836,3.6,0.873972603,0.002178,0,0.022042,0.522,0.0265,0.3134
10000002,4.0039,3.6,0.904109589,0.002403,0,0.009975,0.68,0.0257,0.5576
10000002,4.13193,3.6,0.906849315,0.002403,0,0.009975,0.739,0.0257,0.6404
10000002,4.11431,3.6,0.909589041,0.002403,0,0.009975,0.74,0.0257,0.624
10000002,4.18583,3.6,0.912328767,0.002403,0,0.009975,0.763,0.0257,0.6816
10000002,4.15485,3.6,0.920547945,0.002403,0,0.009975,0.764,0.0257,0.6648
