optID,day_margin,daytoexpire,optiontype,strikeprice,spotprice,monthly dividend yield,RFR,Garch_Vol_RMS,settleprice
10000001,164,0.449315068,0,3.5,4.69813,0.0245,0.001932,0.021187,1.2256
10000001,165,0.452054795,0,3.5,4.67009,0.0245,0.001932,0.021187,1.2896
10000001,168,0.460273973,0,3.5,4.4196,0.0245,0.001932,0.021187,0.8916
10000001,169,0.463013699,0,3.5,4.33584,0.0245,0.001932,0.021187,0.7918
10000001,170,0.465753425,0,3.5,4.24778,0.0245,0.001932,0.021187,0.6642
10000001,171,0.468493151,0,3.5,4.16396,0.0272,0.001589,0.010818,0.5822
10000001,172,0.471232877,0,3.5,4.10972,0.0272,0.001589,0.010818,0.5496
10000001,177,0.484931507,0,3.5,4.13899,0.0272,0.001589,0.010818,0.584
10000001,178,0.487671233,0,3.5,4.12179,0.0272,0.001589,0.010818,0.5608
10000001,179,0.490410959,0,3.5,4.10205,0.0272,0.001589,0.010818,0.5564
10000001,182,0.498630137,0,3.5,4.09871,0.0272,0.001589,0.010818,0.538
10000001,183,0.501369863,0,3.5,4.04438,0.0272,0.001589,0.010818,0.4492
10000001,184,0.504109589,0,3.5,4.01759,0.0272,0.001589,0.010818,0.4094
10000001,185,0.506849315,0,3.5,4.01457,0.0272,0.001589,0.010818,0.4038
10000001,186,0.509589041,0,3.5,3.95499,0.0272,0.001589,0.010818,0.3578
10000001,189,0.517808219,0,3.5,4.00308,0.0272,0.001589,0.010818,0.4012
10000001,190,0.520547945,0,3.5,3.99588,0.0272,0.001589,0.010818,0.3956
10000001,191,0.523287671,0,3.5,4.03971,0.0272,0.001589,0.010818,0.4312
10000001,192,0.526027397,0,3.5,4.04703,0.0272,0.001589,0.010818,0.4418
10000001,193,0.528767123,0,3.5,4.02195,0.0272,0.001589,0.010818,0.4252
10000001,196,0.536986301,0,3.5,4.00125,0.0272,0.001589,0.010818,0.4264
10000001,197,0.539726027,0,3.5,3.98219,0.0272,0.001589,0.010818,0.4114
10000001,198,0.542465753,0,3.5,3.98365,0.0272,0.001589,0.010818,0.4124
10000001,199,0.545205479,0,3.5,3.98357,0.0272,0.001589,0.010818,0.4108
10000001,200,0.547945205,0,3.5,3.97134,0.0272,0.001589,0.010818,0.4086
10000001,203,0.556164384,0,3.5,3.86702,0.0291,0.001172,0.009879,0.3276
10000001,204,0.55890411,0,3.5,3.85663,0.0291,0.001172,0.009879,0.3304
10000001,205,0.561643836,0,3.5,3.84561,0.0291,0.001172,0.009879,0.324
10000001,206,0.564383562,0,3.5,3.87277,0.0291,0.001172,0.009879,0.3286
10000001,207,0.567123288,0,3.5,3.82932,0.0291,0.001172,0.009879,0.3108
10000001,210,0.575342466,0,3.5,3.82406,0.0291,0.001172,0.009879,0.3194
10000001,211,0.578082192,0,3.5,3.91379,0.0291,0.001172,0.009879,0.3636
10000001,212,0.580821918,0,3.5,3.93522,0.0291,0.001172,0.009879,0.3706
10000001,213,0.583561644,0,3.5,3.95625,0.0291,0.001172,0.009879,0.386
10000001,214,0.58630137,0,3.5,3.92291,0.0291,0.001172,0.009879,0.3728
10000001,217,0.594520548,0,3.5,3.91282,0.0291,0.001172,0.009879,0.3688
10000001,218,0.597260274,0,3.5,3.92522,0.0291,0.001172,0.009879,0.378
10000001,219,0.6,0,3.5,3.96825,0.0291,0.001172,0.009879,0.412
10000001,220,0.602739726,0,3.5,3.96024,0.0291,0.001172,0.009879,0.4058
10000001,221,0.605479452,0,3.5,3.96018,0.0291,0.001172,0.009879,0.4192
10000001,224,0.61369863,0,3.5,3.96362,0.0291,0.001172,0.009879,0.4292
10000001,225,0.616438356,0,3.5,3.92489,0.0291,0.001172,0.009879,0.401
10000001,226,0.619178082,0,3.5,3.93625,0.0291,0.001172,0.009879,0.4242
10000001,232,0.635616438,0,3.5,3.91258,0.0287,0.001279,0.014017,0.416
10000001,233,0.638356164,0,3.5,3.86703,0.0287,0.001279,0.014017,0.353
10000001,234,0.64109589,0,3.5,3.84915,0.0287,0.001279,0.014017,0.3404
10000001,235,0.643835616,0,3.5,3.82277,0.0287,0.001279,0.014017,0.3254
10000001,238,0.652054795,0,3.5,3.79697,0.0287,0.001279,0.014017,0.3186
10000001,239,0.654794521,0,3.5,3.82975,0.0287,0.001279,0.014017,0.3314
10000001,240,0.657534247,0,3.5,3.83938,0.0287,0.001279,0.014017,0.3412
10000001,241,0.660273973,0,3.5,3.80805,0.0287,0.001279,0.014017,0.3252
10000001,242,0.663013699,0,3.5,3.85346,0.0287,0.001279,0.014017,0.3656
10000001,245,0.671232877,0,3.5,3.83949,0.0287,0.001279,0.014017,0.3762
10000001,246,0.673972603,0,3.5,3.80238,0.0287,0.001279,0.014017,0.374
10000001,247,0.676712329,0,3.5,3.79736,0.0287,0.001279,0.014017,0.3706
10000001,248,0.679452055,0,3.5,3.8257,0.0287,0.001279,0.014017,0.383
10000001,249,0.682191781,0,3.5,3.75326,0.0287,0.001279,0.014017,0.352
10000001,252,0.690410959,0,3.5,3.76918,0.0287,0.001279,0.014017,0.3936
10000001,253,0.693150685,0,3.5,3.79281,0.0287,0.001279,0.014017,0.4022
10000001,254,0.695890411,0,3.5,3.78034,0.0287,0.001279,0.014017,0.4056
10000001,255,0.698630137,0,3.5,3.79802,0.0287,0.001279,0.014017,0.428
10000001,259,0.709589041,0,3.5,3.71322,0.0287,0.001279,0.014017,0.3914
10000001,260,0.712328767,0,3.5,3.73453,0.0287,0.001279,0.014017,0.4004
10000001,261,0.715068493,0,3.5,3.67508,0.0287,0.001279,0.014017,0.3624
10000001,262,0.717808219,0,3.5,3.68616,0.0294,0.001796,0.021634,0.3744
10000001,263,0.720547945,0,3.5,3.67411,0.0294,0.001796,0.021634,0.384
10000001,266,0.728767123,0,3.5,3.71006,0.0294,0.001796,0.021634,0.4054
10000001,267,0.731506849,0,3.5,3.69805,0.0294,0.001796,0.021634,0.3906
10000001,268,0.734246575,0,3.5,3.72252,0.0294,0.001796,0.021634,0.4306
10000001,269,0.736986301,0,3.5,3.62511,0.0294,0.001796,0.021634,0.4008
10000001,270,0.739726027,0,3.5,3.53031,0.0294,0.001796,0.021634,0.362
10000001,273,0.747945205,0,3.5,3.65322,0.0294,0.001796,0.021634,0.4154
10000001,274,0.750684932,0,3.5,3.58909,0.0294,0.001796,0.021634,0.3954
10000001,275,0.753424658,0,3.5,3.63626,0.0294,0.001796,0.021634,0.4026
10000001,276,0.756164384,0,3.5,3.70968,0.0294,0.001796,0.021634,0.4638
10000001,277,0.75890411,0,3.5,3.72784,0.0294,0.001796,0.021634,0.4512
10000001,280,0.767123288,0,3.5,3.89531,0.0294,0.001796,0.021634,0.572
10000001,281,0.769863014,0,3.5,3.95091,0.0294,0.001796,0.021634,0.5994
10000001,282,0.77260274,0,3.5,4.02843,0.0294,0.001796,0.021634,0.6388
10000001,283,0.775342466,0,3.5,4.08273,0.0294,0.001796,0.021634,0.6984
10000001,284,0.778082192,0,3.5,3.99713,0.0294,0.001796,0.021634,0.6058
10000001,287,0.78630137,0,3.5,4.13851,0.0294,0.001796,0.021634,0.7172
10000001,288,0.789041096,0,3.5,4.20673,0.0294,0.001796,0.021634,0.7782
10000001,289,0.791780822,0,3.5,4.11505,0.0294,0.001796,0.021634,0.7032
10000001,290,0.794520548,0,3.5,4.09136,0.0294,0.001796,0.021634,0.6952
10000001,291,0.797260274,0,3.5,4.06967,0.0294,0.001796,0.021634,0.6778
10000001,294,0.805479452,0,3.5,3.94005,0.0265,0.002178,0.022042,0.581
10000001,295,0.808219178,0,3.5,4.08488,0.0265,0.002178,0.022042,0.6892
10000001,296,0.810958904,0,3.5,4.07302,0.0265,0.002178,0.022042,0.6952
10000001,297,0.81369863,0,3.5,4.12385,0.0265,0.002178,0.022042,0.7296
10000001,298,0.816438356,0,3.5,4.13284,0.0265,0.002178,0.022042,0.7318
10000001,301,0.824657534,0,3.5,4.14949,0.0265,0.002178,0.022042,0.7522
10000001,302,0.82739726,0,3.5,4.14466,0.0265,0.002178,0.022042,0.7286
10000001,303,0.830136986,0,3.5,4.05131,0.0265,0.002178,0.022042,0.6458
10000001,304,0.832876712,0,3.5,4.05751,0.0265,0.002178,0.022042,0.6502
10000001,305,0.835616438,0,3.5,4.07742,0.0265,0.002178,0.022042,0.677
10000001,308,0.843835616,0,3.5,3.98773,0.0265,0.002178,0.022042,0.5844
10000001,309,0.846575342,0,3.5,3.95992,0.0265,0.002178,0.022042,0.557
10000001,310,0.849315068,0,3.5,3.98443,0.0265,0.002178,0.022042,0.5686
10000001,311,0.852054795,0,3.5,3.95246,0.0265,0.002178,0.022042,0.5516
10000001,312,0.854794521,0,3.5,3.91601,0.0265,0.002178,0.022042,0.5392
10000001,315,0.863013699,0,3.5,3.89987,0.0265,0.002178,0.022042,0.5404
10000001,316,0.865753425,0,3.5,3.89978,0.0265,0.002178,0.022042,0.5254
10000001,317,0.868493151,0,3.5,3.82853,0.0265,0.002178,0.022042,0.4626
10000001,318,0.871232877,0,3.5,3.78564,0.0265,0.002178,0.022042,0.4484
10000001,319,0.873972603,0,3.5,3.68836,0.0265,0.002178,0.022042,0.348
10000001,330,0.904109589,0,3.5,4.0039,0.0257,0.002403,0.009975,0.6278
10000001,331,0.906849315,0,3.5,4.13193,0.0257,0.002403,0.009975,0.72
10000001,332,0.909589041,0,3.5,4.11431,0.0257,0.002403,0.009975,0.699
10000001,333,0.912328767,0,3.5,4.18583,0.0257,0.002403,0.009975,0.7572
10000001,336,0.920547945,0,3.5,4.15485,0.0257,0.002403,0.009975,0.7456
10000001,337,0.923287671,0,3.5,4.14904,0.0257,0.002403,0.009975,0.7522
10000001,338,0.926027397,0,3.5,4.16673,0.0257,0.002403,0.009975,0.7632
10000001,339,0.928767123,0,3.5,4.18989,0.0257,0.002403,0.009975,0.798
10000001,340,0.931506849,0,3.5,4.20399,0.0257,0.002403,0.009975,0.7956
10000001,343,0.939726027,0,3.5,4.16318,0.0257,0.002403,0.009975,0.7556
10000001,344,0.942465753,0,3.5,4.16437,0.0257,0.002403,0.009975,0.7562
10000001,345,0.945205479,0,3.5,4.11232,0.0257,0.002403,0.009975,0.7182
10000001,346,0.947945205,0,3.5,4.16023,0.0257,0.002403,0.009975,0.7584
10000001,347,0.950684932,0,3.5,4.1293,0.0257,0.002403,0.009975,0.7386
10000001,350,0.95890411,0,3.5,4.14496,0.0257,0.002403,0.009975,0.7556
11000001,351,0.961643836,0,3.5,4.15224,0.0257,0.002403,0.009975,0.7688
10000002,109,0.298630137,0,3.6,4.81622,0.024,0.002171,0.014447,1.14
10000002,112,0.306849315,0,3.6,4.84427,0.024,0.002171,0.014447,1.1658
10000002,113,0.309589041,0,3.6,4.73135,0.024,0.002171,0.014447,1.066
10000002,114,0.312328767,0,3.6,4.70613,0.024,0.002171,0.014447,1.0308
10000002,115,0.315068493,0,3.6,4.76195,0.024,0.002171,0.014447,1.078
10000002,116,0.317808219,0,3.6,4.75585,0.024,0.002171,0.014447,1.069
10000002,119,0.326027397,0,3.6,4.71884,0.024,0.002171,0.014447,1.0596
10000002,120,0.328767123,0,3.6,4.67915,0.024,0.002171,0.014447,1.0228
10000002,121,0.331506849,0,3.6,4.74068,0.024,0.002171,0.014447,1.066
10000002,122,0.334246575,0,3.6,4.81276,0.024,0.002171,0.014447,1.1572
10000002,123,0.336986301,0,3.6,4.81523,0.024,0.002171,0.014447,1.1706
10000002,126,0.345205479,0,3.6,4.70463,0.024,0.002171,0.014447,1.0522
10000002,127,0.347945205,0,3.6,4.63571,0.024,0.002171,0.014447,0.9508
10000002,128,0.350684932,0,3.6,4.64764,0.024,0.002171,0.014447,0.9758
10000002,129,0.353424658,0,3.6,4.68178,0.024,0.002171,0.014447,0.9974
10000002,130,0.356164384,0,3.6,4.72487,0.024,0.002171,0.014447,1.0438
10000002,133,0.364383562,0,3.6,4.70793,0.024,0.002171,0.014447,1.0412
10000002,134,0.367123288,0,3.6,4.76276,0.024,0.002171,0.014447,1.0896
10000002,135,0.369863014,0,3.6,4.77711,0.024,0.002171,0.014447,1.1
10000002,136,0.37260274,0,3.6,4.7758,0.024,0.002171,0.014447,1.1156
10000002,137,0.375342466,0,3.6,4.77131,0.024,0.002171,0.014447,1.1074
10000002,140,0.383561644,0,3.6,4.69505,0.0245,0.001932,0.021187,1.0334
10000002,141,0.38630137,0,3.6,4.65615,0.0245,0.001932,0.021187,1.008
10000002,142,0.389041096,0,3.6,4.67901,0.0245,0.001932,0.021187,1.0374
10000002,143,0.391780822,0,3.6,4.56826,0.0245,0.001932,0.021187,0.8942
10000002,144,0.394520548,0,3.6,4.52845,0.0245,0.001932,0.021187,0.8702
10000002,147,0.402739726,0,3.6,4.50559,0.0245,0.001932,0.021187,0.8372
10000002,148,0.405479452,0,3.6,4.71244,0.0245,0.001932,0.021187,1.0596
10000002,149,0.408219178,0,3.6,4.71445,0.0245,0.001932,0.021187,1.0594
10000002,150,0.410958904,0,3.6,4.69104,0.0245,0.001932,0.021187,1.035
10000002,151,0.41369863,0,3.6,4.6803,0.0245,0.001932,0.021187,1.0288
10000002,154,0.421917808,0,3.6,4.5447,0.0245,0.001932,0.021187,0.9204
10000002,155,0.424657534,0,3.6,4.51625,0.0245,0.001932,0.021187,0.8998
10000002,156,0.42739726,0,3.6,4.74447,0.0245,0.001932,0.021187,1.1276
10000002,157,0.430136986,0,3.6,4.80669,0.0245,0.001932,0.021187,1.1736
10000002,158,0.432876712,0,3.6,4.85296,0.0245,0.001932,0.021187,1.2216
10000002,161,0.44109589,0,3.6,4.75313,0.0245,0.001932,0.021187,1.1532
10000002,162,0.443835616,0,3.6,4.84077,0.0245,0.001932,0.021187,1.2364
10000002,163,0.446575342,0,3.6,4.774,0.0245,0.001932,0.021187,1.174
10000002,164,0.449315068,0,3.6,4.69813,0.0245,0.001932,0.021187,1.1334
10000002,165,0.452054795,0,3.6,4.67009,0.0245,0.001932,0.021187,1.199
10000002,168,0.460273973,0,3.6,4.4196,0.0245,0.001932,0.021187,0.8012
10000002,169,0.463013699,0,3.6,4.33584,0.0245,0.001932,0.021187,0.704
10000002,170,0.465753425,0,3.6,4.24778,0.0245,0.001932,0.021187,0.5784
10000002,171,0.468493151,0,3.6,4.16396,0.0272,0.001589,0.010818,0.4996
10000002,172,0.471232877,0,3.6,4.10972,0.0272,0.001589,0.010818,0.47
10000002,177,0.484931507,0,3.6,4.13899,0.0272,0.001589,0.010818,0.5076
10000002,178,0.487671233,0,3.6,4.12179,0.0272,0.001589,0.010818,0.4824
10000002,179,0.490410959,0,3.6,4.10205,0.0272,0.001589,0.010818,0.4786
10000002,182,0.498630137,0,3.6,4.09871,0.0272,0.001589,0.010818,0.4578
10000002,183,0.501369863,0,3.6,4.04438,0.0272,0.001589,0.010818,0.3788
10000002,184,0.504109589,0,3.6,4.01759,0.0272,0.001589,0.010818,0.3396
10000002,185,0.506849315,0,3.6,4.01457,0.0272,0.001589,0.010818,0.3344
10000002,186,0.509589041,0,3.6,3.95499,0.0272,0.001589,0.010818,0.2924
10000002,189,0.517808219,0,3.6,4.00308,0.0272,0.001589,0.010818,0.3322
10000002,190,0.520547945,0,3.6,3.99588,0.0272,0.001589,0.010818,0.3256
10000002,191,0.523287671,0,3.6,4.03971,0.0272,0.001589,0.010818,0.3594
10000002,192,0.526027397,0,3.6,4.04703,0.0272,0.001589,0.010818,0.369
10000002,193,0.528767123,0,3.6,4.02195,0.0272,0.001589,0.010818,0.352
10000002,196,0.536986301,0,3.6,4.00125,0.0272,0.001589,0.010818,0.356
10000002,197,0.539726027,0,3.6,3.98219,0.0272,0.001589,0.010818,0.3422
10000002,198,0.542465753,0,3.6,3.98365,0.0272,0.001589,0.010818,0.3414
10000002,199,0.545205479,0,3.6,3.98357,0.0272,0.001589,0.010818,0.342
10000002,200,0.547945205,0,3.6,3.97134,0.0272,0.001589,0.010818,0.3402
10000002,203,0.556164384,0,3.6,3.86702,0.0291,0.001172,0.009879,0.2692
10000002,204,0.55890411,0,3.6,3.85663,0.0291,0.001172,0.009879,0.2712
10000002,205,0.561643836,0,3.6,3.84561,0.0291,0.001172,0.009879,0.2656
10000002,206,0.564383562,0,3.6,3.87277,0.0291,0.001172,0.009879,0.2686
10000002,207,0.567123288,0,3.6,3.82932,0.0291,0.001172,0.009879,0.2554
10000002,210,0.575342466,0,3.6,3.82406,0.0291,0.001172,0.009879,0.2624
10000002,211,0.578082192,0,3.6,3.91379,0.0291,0.001172,0.009879,0.297
10000002,212,0.580821918,0,3.6,3.93522,0.0291,0.001172,0.009879,0.305
10000002,213,0.583561644,0,3.6,3.95625,0.0291,0.001172,0.009879,0.3202
10000002,214,0.58630137,0,3.6,3.92291,0.0291,0.001172,0.009879,0.3096
10000002,217,0.594520548,0,3.6,3.91282,0.0291,0.001172,0.009879,0.3052
10000002,218,0.597260274,0,3.6,3.92522,0.0291,0.001172,0.009879,0.3148
10000002,219,0.6,0,3.6,3.96825,0.0291,0.001172,0.009879,0.3472
10000002,220,0.602739726,0,3.6,3.96024,0.0291,0.001172,0.009879,0.3452
10000002,221,0.605479452,0,3.6,3.96018,0.0291,0.001172,0.009879,0.3576
10000002,224,0.61369863,0,3.6,3.96362,0.0291,0.001172,0.009879,0.3676
10000002,225,0.616438356,0,3.6,3.92489,0.0291,0.001172,0.009879,0.3404
10000002,226,0.619178082,0,3.6,3.93625,0.0291,0.001172,0.009879,0.3624
10000002,232,0.635616438,0,3.6,3.91258,0.0287,0.001279,0.014017,0.3542
10000002,233,0.638356164,0,3.6,3.86703,0.0287,0.001279,0.014017,0.2966
10000002,234,0.64109589,0,3.6,3.84915,0.0287,0.001279,0.014017,0.286
10000002,235,0.643835616,0,3.6,3.82277,0.0287,0.001279,0.014017,0.2724
10000002,238,0.652054795,0,3.6,3.79697,0.0287,0.001279,0.014017,0.268
10000002,239,0.654794521,0,3.6,3.82975,0.0287,0.001279,0.014017,0.2792
10000002,240,0.657534247,0,3.6,3.83938,0.0287,0.001279,0.014017,0.2858
10000002,241,0.660273973,0,3.6,3.80805,0.0287,0.001279,0.014017,0.2732
10000002,242,0.663013699,0,3.6,3.85346,0.0287,0.001279,0.014017,0.3098
10000002,245,0.671232877,0,3.6,3.83949,0.0287,0.001279,0.014017,0.3204
10000002,246,0.673972603,0,3.6,3.80238,0.0287,0.001279,0.014017,0.3198
10000002,247,0.676712329,0,3.6,3.79736,0.0287,0.001279,0.014017,0.316
10000002,248,0.679452055,0,3.6,3.8257,0.0287,0.001279,0.014017,0.3254
10000002,249,0.682191781,0,3.6,3.75326,0.0287,0.001279,0.014017,0.302
10000002,252,0.690410959,0,3.6,3.76918,0.0287,0.001279,0.014017,0.339
10000002,253,0.693150685,0,3.6,3.79281,0.0287,0.001279,0.014017,0.347
10000002,254,0.695890411,0,3.6,3.78034,0.0287,0.001279,0.014017,0.3516
10000002,255,0.698630137,0,3.6,3.79802,0.0287,0.001279,0.014017,0.3712
10000002,259,0.709589041,0,3.6,3.71322,0.0287,0.001279,0.014017,0.3392
10000002,260,0.712328767,0,3.6,3.73453,0.0287,0.001279,0.014017,0.35
10000002,261,0.715068493,0,3.6,3.67508,0.0287,0.001279,0.014017,0.3166
10000002,262,0.717808219,0,3.6,3.68616,0.0294,0.001796,0.021634,0.3296
10000002,263,0.720547945,0,3.6,3.67411,0.0294,0.001796,0.021634,0.339
10000002,266,0.728767123,0,3.6,3.71006,0.0294,0.001796,0.021634,0.3574
10000002,267,0.731506849,0,3.6,3.69805,0.0294,0.001796,0.021634,0.3402
10000002,268,0.734246575,0,3.6,3.72252,0.0294,0.001796,0.021634,0.3818
10000002,269,0.736986301,0,3.6,3.62511,0.0294,0.001796,0.021634,0.355
10000002,270,0.739726027,0,3.6,3.53031,0.0294,0.001796,0.021634,0.3214
10000002,273,0.747945205,0,3.6,3.65322,0.0294,0.001796,0.021634,0.3664
10000002,274,0.750684932,0,3.6,3.58909,0.0294,0.001796,0.021634,0.3468
10000002,275,0.753424658,0,3.6,3.63626,0.0294,0.001796,0.021634,0.3516
10000002,276,0.756164384,0,3.6,3.70968,0.0294,0.001796,0.021634,0.4156
10000002,277,0.75890411,0,3.6,3.72784,0.0294,0.001796,0.021634,0.405
10000002,280,0.767123288,0,3.6,3.89531,0.0294,0.001796,0.021634,0.513
10000002,281,0.769863014,0,3.6,3.95091,0.0294,0.001796,0.021634,0.5426
10000002,282,0.77260274,0,3.6,4.02843,0.0294,0.001796,0.021634,0.5696
10000002,283,0.775342466,0,3.6,4.08273,0.0294,0.001796,0.021634,0.6286
10000002,284,0.778082192,0,3.6,3.99713,0.0294,0.001796,0.021634,0.5462
10000002,287,0.78630137,0,3.6,4.13851,0.0294,0.001796,0.021634,0.6486
10000002,288,0.789041096,0,3.6,4.20673,0.0294,0.001796,0.021634,0.702
10000002,289,0.791780822,0,3.6,4.11505,0.0294,0.001796,0.021634,0.6262
10000002,290,0.794520548,0,3.6,4.09136,0.0294,0.001796,0.021634,0.622
10000002,291,0.797260274,0,3.6,4.06967,0.0294,0.001796,0.021634,0.605
10000002,294,0.805479452,0,3.6,3.94005,0.0265,0.002178,0.022042,0.5158
10000002,295,0.808219178,0,3.6,4.08488,0.0265,0.002178,0.022042,0.6148
10000002,296,0.810958904,0,3.6,4.07302,0.0265,0.002178,0.022042,0.6238
10000002,297,0.81369863,0,3.6,4.12385,0.0265,0.002178,0.022042,0.6542
10000002,298,0.816438356,0,3.6,4.13284,0.0265,0.002178,0.022042,0.6576
10000002,301,0.824657534,0,3.6,4.14949,0.0265,0.002178,0.022042,0.678
10000002,302,0.82739726,0,3.6,4.14466,0.0265,0.002178,0.022042,0.6524
10000002,303,0.830136986,0,3.6,4.05131,0.0265,0.002178,0.022042,0.5732
10000002,304,0.832876712,0,3.6,4.05751,0.0265,0.002178,0.022042,0.5764
10000002,305,0.835616438,0,3.6,4.07742,0.0265,0.002178,0.022042,0.5984
10000002,308,0.843835616,0,3.6,3.98773,0.0265,0.002178,0.022042,0.5112
10000002,309,0.846575342,0,3.6,3.95992,0.0265,0.002178,0.022042,0.4844
10000002,310,0.849315068,0,3.6,3.98443,0.0265,0.002178,0.022042,0.4974
10000002,311,0.852054795,0,3.6,3.95246,0.0265,0.002178,0.022042,0.4826
10000002,312,0.854794521,0,3.6,3.91601,0.0265,0.002178,0.022042,0.4722
10000002,315,0.863013699,0,3.6,3.89987,0.0265,0.002178,0.022042,0.4818
10000002,316,0.865753425,0,3.6,3.89978,0.0265,0.002178,0.022042,0.4572
10000002,317,0.868493151,0,3.6,3.82853,0.0265,0.002178,0.022042,0.4046
10000002,318,0.871232877,0,3.6,3.78564,0.0265,0.002178,0.022042,0.3926
10000002,319,0.873972603,0,3.6,3.68836,0.0265,0.002178,0.022042,0.3134
10000002,330,0.904109589,0,3.6,4.0039,0.0257,0.002403,0.009975,0.5576
10000002,331,0.906849315,0,3.6,4.13193,0.0257,0.002403,0.009975,0.6404
10000002,332,0.909589041,0,3.6,4.11431,0.0257,0.002403,0.009975,0.624
10000002,333,0.912328767,0,3.6,4.18583,0.0257,0.002403,0.009975,0.6816
10000002,336,0.920547945,0,3.6,4.15485,0.0257,0.002403,0.009975,0.6648
10000002,337,0.923287671,0,3.6,4.14904,0.0257,0.002403,0.009975,0.6684
10000002,338,0.926027397,0,3.6,4.16673,0.0257,0.002403,0.009975,0.6864
10000002,339,0.928767123,0,3.6,4.18989,0.0257,0.002403,0.009975,0.7154
10000002,340,0.931506849,0,3.6,4.20399,0.0257,0.002403,0.009975,0.7208
10000002,343,0.939726027,0,3.6,4.16318,0.0257,0.002403,0.009975,0.68
10000002,344,0.942465753,0,3.6,4.16437,0.0257,0.002403,0.009975,0.68
10000002,345,0.945205479,0,3.6,4.11232,0.0257,0.002403,0.009975,0.6478
10000002,346,0.947945205,0,3.6,4.16023,0.0257,0.002403,0.009975,0.6812
10000002,347,0.950684932,0,3.6,4.1293,0.0257,0.002403,0.009975,0.6672
10000002,350,0.95890411,0,3.6,4.14496,0.0257,0.002403,0.009975,0.6796
10000002,351,0.961643836,0,3.6,4.15224,0.0257,0.002403,0.009975,0.6914
10000003,109,0.298630137,0,3.7,4.81622,0.024,0.002171,0.014447,1.0442
10000003,112,0.306849315,0,3.7,4.84427,0.024,0.002171,0.014447,1.0698
10000003,113,0.309589041,0,3.7,4.73135,0.024,0.002171,0.014447,0.97
